#nbody-simulation --engine=block \
#--solver=rkdverk --stars_count=256 --verbose=1 --block_size=32 --max_time=300 \
#--max_step=1e-5 \
#--min_step=1e-9 \
#--check_step=0.3 \
#--dump_step=0.03 \
#--error_threshold=1e-6 \
#--check_list=PLVE \
#--output=$OUT/512-300-1e-5-dverk 2>$OUT/nbody512-300-1e-5-dverk.txt
T	CC	SC	dP	dL	dE
214.5	192521216	244544	1.185E-05	6.481E-09	7.119E-08
214.8	192761216	240000	1.184E-05	6.485E-09	7.119E-08
215.1	193001216	240000	1.184E-05	6.485E-09	7.118E-08
215.4	193241216	240000	1.183E-05	6.484E-09	7.118E-08
215.7	193481216	240000	1.183E-05	6.488E-09	7.119E-08
216	193725696	244480	1.183E-05	6.484E-09	7.119E-08
216.3	193965696	240000	1.182E-05	6.486E-09	7.119E-08
216.6	194205696	240000	1.183E-05	6.479E-09	7.118E-08
216.9	194445696	240000	1.182E-05	6.484E-09	7.119E-08
217.2	194685696	240000	1.183E-05	6.478E-09	7.119E-08
217.5	194930112	244416	1.183E-05	6.475E-09	7.118E-08
217.8	195170112	240000	1.183E-05	6.477E-09	7.117E-08
218.1	195410112	240000	1.182E-05	6.48E-09	7.117E-08
218.4	195650112	240000	1.182E-05	6.486E-09	7.118E-08
218.7	195894528	244416	1.182E-05	6.482E-09	7.117E-08
219	196134528	240000	1.181E-05	6.482E-09	7.116E-08
219.3	196374528	240000	1.182E-05	6.48E-09	7.117E-08
219.6	196614528	240000	1.182E-05	6.478E-09	7.118E-08
219.9	196854528	240000	1.182E-05	6.477E-09	7.117E-08
220.2	197098880	244352	1.183E-05	6.473E-09	7.118E-08
220.5	197338880	240000	1.183E-05	6.473E-09	7.118E-08
220.8	197578880	240000	1.183E-05	6.47E-09	7.118E-08
221.1	197818880	240000	1.182E-05	6.477E-09	7.118E-08
221.4	198058880	240000	1.182E-05	6.479E-09	7.117E-08
221.7	198303168	244288	1.182E-05	6.479E-09	7.117E-08
222	198543168	240000	1.182E-05	6.478E-09	7.117E-08
222.3	198783168	240000	1.182E-05	6.479E-09	7.116E-08
222.6	199023168	240000	1.182E-05	6.477E-09	7.117E-08
222.9	199267392	244224	1.183E-05	6.476E-09	7.117E-08
223.2	199507392	240000	1.183E-05	6.479E-09	7.117E-08
223.5	199747392	240000	1.183E-05	6.482E-09	7.117E-08
223.8	199987392	240000	1.183E-05	6.483E-09	7.117E-08
224.1	200227392	240000	1.182E-05	6.485E-09	7.117E-08
224.4	200471616	244224	1.183E-05	6.487E-09	7.118E-08
224.7	200711616	240000	1.182E-05	6.489E-09	7.118E-08
225	200951616	240000	1.182E-05	6.49E-09	7.118E-08
225.3	201191616	240000	1.182E-05	6.487E-09	7.119E-08
225.6	201431616	240000	1.182E-05	6.488E-09	7.118E-08
225.9	201675712	244096	1.182E-05	6.488E-09	7.118E-08
226.2	201915712	240000	1.182E-05	6.487E-09	7.117E-08
226.5	202155712	240000	1.182E-05	6.486E-09	7.118E-08
226.8	202395712	240000	1.182E-05	6.483E-09	7.118E-08
227.1	202639808	244096	1.182E-05	6.484E-09	7.118E-08
227.4	202879808	240000	1.181E-05	6.486E-09	7.118E-08
227.7	203119808	240000	1.181E-05	6.484E-09	7.119E-08
228	203359808	240000	1.182E-05	6.484E-09	7.118E-08
228.3	203599808	240000	1.182E-05	6.485E-09	7.118E-08
228.6	203843840	244032	1.182E-05	6.486E-09	7.119E-08
228.9	204083840	240000	1.183E-05	6.486E-09	7.119E-08
229.2	204323840	240000	1.183E-05	6.485E-09	7.119E-08
229.5	204563840	240000	1.183E-05	6.486E-09	7.119E-08
229.8	204803840	240000	1.183E-05	6.484E-09	7.119E-08
230.1	205047744	243904	1.184E-05	6.484E-09	7.118E-08
230.4	205287744	240000	1.184E-05	6.484E-09	7.119E-08
230.7	205527744	240000	1.185E-05	6.486E-09	7.119E-08
231	205767744	240000	1.185E-05	6.488E-09	7.119E-08
231.3	206007744	240000	1.185E-05	6.487E-09	7.118E-08
231.6	206251584	243840	1.185E-05	6.487E-09	7.118E-08
231.9	206491584	240000	1.185E-05	6.488E-09	7.119E-08
232.2	206731584	240000	1.185E-05	6.487E-09	7.119E-08
232.5	206971584	240000	1.185E-05	6.486E-09	7.119E-08
232.8	207215296	243712	1.185E-05	6.486E-09	7.12E-08
233.1	207455296	240000	1.185E-05	6.487E-09	7.119E-08
233.4	207695296	240000	1.185E-05	6.485E-09	7.118E-08
233.7	207935296	240000	1.185E-05	6.487E-09	7.118E-08
234	208175296	240000	1.186E-05	6.489E-09	7.119E-08
234.3	208418880	243584	1.185E-05	6.487E-09	7.119E-08
234.6	208658880	240000	1.185E-05	6.488E-09	7.118E-08
234.9	208898880	240000	1.185E-05	6.485E-09	7.118E-08
235.2	209138880	240000	1.185E-05	6.486E-09	7.118E-08
235.5	209378880	240000	1.185E-05	6.485E-09	7.118E-08
235.8	209622336	243456	1.184E-05	6.482E-09	7.118E-08
236.1	209862336	240000	1.184E-05	6.483E-09	7.118E-08
236.4	210102336	240000	1.184E-05	6.482E-09	7.118E-08
236.7	210342336	240000	1.184E-05	6.483E-09	7.118E-08
237	210585600	243264	1.185E-05	6.485E-09	7.118E-08
237.3	210825600	240000	1.185E-05	6.487E-09	7.119E-08
237.6	211065600	240000	1.185E-05	6.487E-09	7.118E-08
237.9	211305600	240000	1.186E-05	6.489E-09	7.119E-08
238.2	211545600	240000	1.185E-05	6.489E-09	7.119E-08
238.5	211788672	243072	1.186E-05	6.489E-09	7.118E-08
238.8	212028672	240000	1.186E-05	6.49E-09	7.118E-08
239.1	212268672	240000	1.186E-05	6.49E-09	7.118E-08
239.4	212508672	240000	1.186E-05	6.49E-09	7.118E-08
239.7	212748672	240000	1.186E-05	6.49E-09	7.118E-08
240	212991488	242816	1.186E-05	6.486E-09	7.119E-08
240.3	213231488	240000	1.187E-05	6.487E-09	7.118E-08
240.6	213471488	240000	1.187E-05	6.486E-09	7.119E-08
240.9	213711488	240000	1.187E-05	6.488E-09	7.118E-08
241.2	213954112	242624	1.187E-05	6.485E-09	7.118E-08
241.5	214194112	240000	1.186E-05	6.484E-09	7.119E-08
241.8	214434112	240000	1.187E-05	6.482E-09	7.118E-08
242.1	214674112	240000	1.186E-05	6.48E-09	7.119E-08
242.4	214914112	240000	1.187E-05	6.48E-09	7.118E-08
242.7	215156608	242496	1.187E-05	6.479E-09	7.118E-08
243	215396608	240000	1.187E-05	6.481E-09	7.117E-08
243.3	215636608	240000	1.187E-05	6.483E-09	7.118E-08
243.6	215876608	240000	1.187E-05	6.484E-09	7.118E-08
243.9	216116608	240000	1.187E-05	6.485E-09	7.119E-08
244.2	216359040	242432	1.187E-05	6.485E-09	7.118E-08
244.5	216599040	240000	1.188E-05	6.482E-09	7.118E-08
244.8	216839040	240000	1.188E-05	6.48E-09	7.118E-08
245.1	217079040	240000	1.187E-05	6.484E-09	7.118E-08
245.4	217321408	242368	1.187E-05	6.484E-09	7.118E-08
245.7	217561408	240000	1.187E-05	6.484E-09	7.118E-08
246	217801408	240000	1.188E-05	6.486E-09	7.119E-08
246.3	218041408	240000	1.187E-05	6.486E-09	7.118E-08
246.6	218281408	240000	1.187E-05	6.486E-09	7.119E-08
246.9	218523648	242240	1.187E-05	6.488E-09	7.119E-08
247.2	218763648	240000	1.187E-05	6.487E-09	7.119E-08
247.5	219003648	240000	1.187E-05	6.487E-09	7.119E-08
247.8	219243648	240000	1.188E-05	6.483E-09	7.118E-08
248.1	219483648	240000	1.188E-05	6.481E-09	7.119E-08
248.4	219725760	242112	1.188E-05	6.481E-09	7.12E-08
248.7	219965760	240000	1.188E-05	6.483E-09	7.119E-08
249	220205760	240000	1.188E-05	6.484E-09	7.119E-08
249.3	220445760	240000	1.188E-05	6.482E-09	7.12E-08
249.6	220685760	240000	1.187E-05	6.483E-09	7.12E-08
249.9	220927744	241984	1.187E-05	6.483E-09	7.12E-08
250.2	221167744	240000	1.187E-05	6.49E-09	7.122E-08
250.5	221407744	240000	1.186E-05	6.491E-09	7.121E-08
250.8	221647744	240000	1.186E-05	6.492E-09	7.121E-08
251.1	221889536	241792	1.186E-05	6.491E-09	7.121E-08
251.4	222129536	240000	1.186E-05	6.493E-09	7.121E-08
251.7	222369536	240000	1.186E-05	6.492E-09	7.121E-08
252	222609536	240000	1.186E-05	6.49E-09	7.121E-08
252.3	222849536	240000	1.187E-05	6.487E-09	7.121E-08
252.6	223091072	241536	1.186E-05	6.49E-09	7.121E-08
252.9	223331072	240000	1.186E-05	6.482E-09	7.121E-08
253.2	223571072	240000	1.186E-05	6.483E-09	7.122E-08
253.5	223811072	240000	1.186E-05	6.482E-09	7.122E-08
253.8	224051072	240000	1.186E-05	6.483E-09	7.122E-08
254.1	224292224	241152	1.187E-05	6.476E-09	7.121E-08
254.4	224532224	240000	1.188E-05	6.468E-09	7.123E-08
254.7	224772224	240000	1.188E-05	6.465E-09	7.122E-08
255	225012224	240000	1.188E-05	6.468E-09	7.123E-08
255.3	225252224	240000	1.188E-05	6.46E-09	7.122E-08
255.6	225492224	240000	1.188E-05	6.461E-09	7.122E-08
255.9	225737216	244992	1.189E-05	6.457E-09	7.122E-08
256.2	225977216	240000	1.188E-05	6.457E-09	7.122E-08
256.5	226217216	240000	1.188E-05	6.461E-09	7.121E-08
256.8	226457216	240000	1.188E-05	6.463E-09	7.122E-08
257.1	226697216	240000	1.189E-05	6.46E-09	7.124E-08
257.4	226937216	240000	1.188E-05	6.465E-09	7.122E-08
257.7	227177216	240000	1.188E-05	6.462E-09	7.124E-08
258	227417216	240000	1.188E-05	6.463E-09	7.122E-08
258.3	227657216	240000	1.187E-05	6.468E-09	7.124E-08
258.6	227897216	240000	1.187E-05	6.468E-09	7.122E-08
258.9	228137216	240000	1.187E-05	6.471E-09	7.122E-08
259.2	228377216	240000	1.187E-05	6.465E-09	7.12E-08
259.5	228617216	240000	1.187E-05	6.466E-09	7.12E-08
259.8	228857216	240000	1.188E-05	6.456E-09	7.118E-08
260.1	229097216	240000	1.188E-05	6.449E-09	7.121E-08
260.4	229337216	240000	1.187E-05	6.462E-09	7.12E-08
260.7	229577216	240000	1.185E-05	6.468E-09	7.122E-08
261	229817216	240000	1.186E-05	6.455E-09	7.12E-08
261.3	230057216	240000	1.185E-05	6.455E-09	7.119E-08
261.6	230297216	240000	1.186E-05	6.448E-09	7.118E-08
261.9	230537216	240000	1.187E-05	6.429E-09	7.118E-08
262.2	230777216	240000	1.186E-05	6.435E-09	7.117E-08
262.5	231017856	240640	1.186E-05	6.444E-09	7.114E-08
262.8	231257856	240000	1.186E-05	6.459E-09	7.116E-08
263.1	231497856	240000	1.187E-05	6.438E-09	7.117E-08
263.4	231737856	240000	1.188E-05	6.426E-09	7.124E-08
263.7	231977856	240000	1.187E-05	6.432E-09	7.118E-08
264	232217856	240000	1.189E-05	6.439E-09	7.106E-08
264.3	232457856	240000	1.192E-05	6.451E-09	7.106E-08
264.6	232697856	240000	1.196E-05	6.477E-09	7.124E-08
264.9	232942784	244928	1.194E-05	6.486E-09	7.128E-08
265.2	233182784	240000	1.195E-05	6.496E-09	7.132E-08
265.5	233422784	240000	1.197E-05	6.509E-09	7.131E-08
265.8	233662784	240000	1.196E-05	6.524E-09	7.124E-08
266.1	233902784	240000	1.198E-05	6.521E-09	7.13E-08
266.4	234142784	240000	1.197E-05	6.531E-09	7.13E-08
266.7	234382784	240000	1.198E-05	6.532E-09	7.132E-08
267	234622784	240000	1.194E-05	6.548E-09	7.132E-08
267.3	234862784	240000	1.194E-05	6.548E-09	7.135E-08
267.6	235107584	244800	1.195E-05	6.548E-09	7.136E-08
267.9	235347584	240000	1.194E-05	6.546E-09	7.135E-08
268.2	235587584	240000	1.19E-05	6.566E-09	7.135E-08
268.5	235827584	240000	1.189E-05	6.581E-09	7.135E-08
268.8	236067584	240000	1.188E-05	6.583E-09	7.135E-08
269.1	236307584	240000	1.187E-05	6.584E-09	7.134E-08
269.4	236547584	240000	1.186E-05	6.595E-09	7.137E-08
269.7	236787584	240000	1.185E-05	6.597E-09	7.136E-08
270	237032384	244800	1.185E-05	6.604E-09	7.139E-08
270.3	237272384	240000	1.184E-05	6.606E-09	7.139E-08
270.6	237512384	240000	1.185E-05	6.603E-09	7.138E-08
270.9	237752384	240000	1.183E-05	6.614E-09	7.137E-08
271.2	237992384	240000	1.184E-05	6.614E-09	7.138E-08
271.5	238232384	240000	1.184E-05	6.613E-09	7.138E-08
271.8	238472384	240000	1.183E-05	6.618E-09	7.138E-08
272.1	238712384	240000	1.183E-05	6.617E-09	7.139E-08
272.4	238957056	244672	1.182E-05	6.627E-09	7.137E-08
272.7	239197056	240000	1.182E-05	6.624E-09	7.138E-08
273	239437056	240000	1.182E-05	6.624E-09	7.137E-08
273.3	239677056	240000	1.182E-05	6.627E-09	7.136E-08
273.6	239917056	240000	1.182E-05	6.625E-09	7.136E-08
273.9	240157056	240000	1.181E-05	6.628E-09	7.136E-08
274.2	240397056	240000	1.181E-05	6.633E-09	7.137E-08
274.5	240637056	240000	1.181E-05	6.629E-09	7.136E-08
274.8	240880896	243840	1.181E-05	6.627E-09	7.137E-08
275.1	241120896	240000	1.181E-05	6.626E-09	7.136E-08
275.4	241360896	240000	1.181E-05	6.626E-09	7.136E-08
275.7	241600896	240000	1.181E-05	6.624E-09	7.137E-08
276	241840896	240000	1.182E-05	6.62E-09	7.137E-08
276.3	242080896	240000	1.182E-05	6.619E-09	7.137E-08
276.6	242320896	240000	1.182E-05	6.616E-09	7.136E-08
276.9	242560896	240000	1.183E-05	6.615E-09	7.137E-08
277.2	242803008	242112	1.183E-05	6.617E-09	7.137E-08
277.5	243043008	240000	1.183E-05	6.616E-09	7.138E-08
277.8	243283008	240000	1.182E-05	6.618E-09	7.137E-08
278.1	243523008	240000	1.182E-05	6.622E-09	7.138E-08
278.4	243763008	240000	1.182E-05	6.625E-09	7.138E-08
278.7	244003008	240000	1.182E-05	6.626E-09	7.138E-08
279	244243008	240000	1.182E-05	6.619E-09	7.137E-08
279.3	244483008	240000	1.181E-05	6.621E-09	7.137E-08
279.6	244724352	241344	1.181E-05	6.615E-09	7.137E-08
279.9	244964352	240000	1.18E-05	6.612E-09	7.137E-08
280.2	245204352	240000	1.18E-05	6.613E-09	7.137E-08
280.5	245444352	240000	1.181E-05	6.609E-09	7.137E-08
280.8	245684352	240000	1.18E-05	6.608E-09	7.138E-08
281.1	245924352	240000	1.18E-05	6.606E-09	7.138E-08
281.4	246164352	240000	1.18E-05	6.606E-09	7.137E-08
281.7	246404352	240000	1.18E-05	6.608E-09	7.137E-08
282	246644352	240000	1.18E-05	6.611E-09	7.138E-08
282.3	246884352	240000	1.18E-05	6.608E-09	7.138E-08
282.6	247124352	240000	1.18E-05	6.609E-09	7.138E-08
282.9	247364352	240000	1.179E-05	6.609E-09	7.138E-08
283.2	247605376	241024	1.179E-05	6.609E-09	7.138E-08
283.5	247845376	240000	1.179E-05	6.607E-09	7.138E-08
283.8	248085376	240000	1.178E-05	6.611E-09	7.138E-08
284.1	248325376	240000	1.177E-05	6.611E-09	7.137E-08
284.4	248565376	240000	1.177E-05	6.609E-09	7.137E-08
284.7	248805376	240000	1.177E-05	6.607E-09	7.137E-08
285	249045376	240000	1.178E-05	6.609E-09	7.138E-08
285.3	249285376	240000	1.178E-05	6.609E-09	7.138E-08
285.6	249525376	240000	1.177E-05	6.607E-09	7.138E-08
285.9	249765376	240000	1.178E-05	6.606E-09	7.137E-08
286.2	250005376	240000	1.177E-05	6.604E-09	7.138E-08
286.5	250245376	240000	1.177E-05	6.606E-09	7.138E-08
286.8	250485376	240000	1.176E-05	6.604E-09	7.138E-08
287.1	250725376	240000	1.176E-05	6.6E-09	7.138E-08
287.4	250965376	240000	1.175E-05	6.597E-09	7.138E-08
287.7	251205376	240000	1.176E-05	6.597E-09	7.138E-08
288	251445376	240000	1.176E-05	6.598E-09	7.137E-08
288.3	251685376	240000	1.176E-05	6.597E-09	7.138E-08
288.6	251925376	240000	1.177E-05	6.598E-09	7.137E-08
288.9	252165376	240000	1.176E-05	6.597E-09	7.137E-08
289.2	252405376	240000	1.176E-05	6.598E-09	7.137E-08
289.5	252645376	240000	1.176E-05	6.597E-09	7.137E-08
289.8	252885376	240000	1.177E-05	6.6E-09	7.137E-08
290.1	253125376	240000	1.177E-05	6.597E-09	7.136E-08
290.4	253365376	240000	1.177E-05	6.599E-09	7.138E-08
290.7	253605376	240000	1.177E-05	6.598E-09	7.137E-08
291	253845376	240000	1.176E-05	6.599E-09	7.137E-08
291.3	254085376	240000	1.176E-05	6.599E-09	7.137E-08
291.6	254325376	240000	1.177E-05	6.6E-09	7.137E-08
291.9	254565376	240000	1.176E-05	6.603E-09	7.137E-08
292.2	254805376	240000	1.177E-05	6.606E-09	7.138E-08
292.5	255045376	240000	1.176E-05	6.603E-09	7.137E-08
292.8	255285376	240000	1.177E-05	6.607E-09	7.137E-08
293.1	255525376	240000	1.177E-05	6.606E-09	7.137E-08
293.4	255765376	240000	1.177E-05	6.604E-09	7.137E-08
293.7	256005376	240000	1.176E-05	6.605E-09	7.136E-08
294	256245376	240000	1.177E-05	6.605E-09	7.137E-08
294.3	256485376	240000	1.176E-05	6.605E-09	7.136E-08
294.6	256725376	240000	1.176E-05	6.604E-09	7.137E-08
294.9	256965376	240000	1.176E-05	6.605E-09	7.137E-08
295.2	257205376	240000	1.177E-05	6.606E-09	7.136E-08
295.5	257445376	240000	1.177E-05	6.607E-09	7.137E-08
295.8	257685376	240000	1.176E-05	6.605E-09	7.137E-08
296.1	257925376	240000	1.176E-05	6.606E-09	7.137E-08
296.4	258165376	240000	1.176E-05	6.605E-09	7.136E-08
296.7	258405376	240000	1.176E-05	6.605E-09	7.136E-08
297	258645376	240000	1.177E-05	6.607E-09	7.137E-08
297.3	258885376	240000	1.176E-05	6.604E-09	7.137E-08
297.6	259125376	240000	1.176E-05	6.605E-09	7.137E-08
297.9	259365376	240000	1.176E-05	6.603E-09	7.136E-08
298.2	259605376	240000	1.175E-05	6.601E-09	7.137E-08
298.5	259845376	240000	1.175E-05	6.602E-09	7.136E-08
298.8	260738944	893568	1.141E-05	6.105E-09	6.782E-08
299.1	260978944	240000	1.14E-05	6.101E-09	6.782E-08
299.4	261218944	240000	1.14E-05	6.101E-09	6.782E-08
299.7	261458944	240000	1.141E-05	6.104E-09	6.782E-08
300	261698944	240000	1.141E-05	6.102E-09	6.782E-08
