#./test/main/nbody-simulation --engine=block \
#--solver=rkdp --stars_count=256 --verbose=1 --block_size=32 --max_time=300 \
#--max_step=1e-5 \
#--min_step=1e-9 \
#--check_step=0.3 \
#--dump_step=0.03 \
#--error_threshold=1e-6 \
#--check_list=PLVE \
#--output=nbody/512-300-1e-5-rkdp 2>nbody512-300-1e-5-rkdp.txt
T	CC	SC	dP	dL	dE
128.4	104403208	210000	3.077E-06	5.549E-10	2.554E-07
128.7	104613208	210000	3.077E-06	5.499E-10	2.554E-07
129	105817600	1204392	3.699E-06	8.502E-10	2.807E-07
129.3	106027600	210000	3.698E-06	8.48E-10	2.807E-07
129.6	106237600	210000	3.705E-06	8.452E-10	2.807E-07
129.9	106447600	210000	3.707E-06	8.46E-10	2.807E-07
130.2	106657600	210000	3.712E-06	8.443E-10	2.807E-07
130.5	106867600	210000	3.717E-06	8.448E-10	2.807E-07
130.8	107077600	210000	3.718E-06	8.455E-10	2.807E-07
131.1	107287600	210000	3.716E-06	8.409E-10	2.807E-07
131.4	108520048	1232448	3.507E-06	1.381E-09	2.446E-07
131.7	108730048	210000	3.511E-06	1.373E-09	2.446E-07
132	108940048	210000	3.511E-06	1.381E-09	2.446E-07
132.3	109150048	210000	3.51E-06	1.376E-09	2.446E-07
132.6	109360048	210000	3.51E-06	1.374E-09	2.446E-07
132.9	109570048	210000	3.512E-06	1.375E-09	2.446E-07
133.2	109780048	210000	3.519E-06	1.369E-09	2.446E-07
133.5	109990048	210000	3.518E-06	1.367E-09	2.446E-07
133.8	111209000	1218952	3.657E-06	2.816E-09	2.206E-07
134.1	111419000	210000	3.657E-06	2.817E-09	2.206E-07
134.4	111629000	210000	3.658E-06	2.815E-09	2.206E-07
134.7	111839000	210000	3.661E-06	2.815E-09	2.206E-07
135	112049000	210000	3.658E-06	2.821E-09	2.206E-07
135.3	112259000	210000	3.661E-06	2.817E-09	2.206E-07
135.6	112469000	210000	3.666E-06	2.818E-09	2.206E-07
135.9	112679000	210000	3.672E-06	2.816E-09	2.206E-07
136.2	113556856	877856	3.534E-06	4.603E-09	2.587E-07
136.5	113766856	210000	3.535E-06	4.605E-09	2.587E-07
136.8	113976856	210000	3.537E-06	4.604E-09	2.587E-07
137.1	114186856	210000	3.538E-06	4.604E-09	2.587E-07
137.4	114396856	210000	3.538E-06	4.602E-09	2.587E-07
137.7	114606856	210000	3.541E-06	4.609E-09	2.587E-07
138	114816856	210000	3.542E-06	4.617E-09	2.587E-07
138.3	115026856	210000	3.541E-06	4.603E-09	2.587E-07
138.6	115236856	210000	3.54E-06	4.6E-09	2.587E-07
138.9	115512264	275408	3.546E-06	4.649E-09	2.587E-07
139.2	115722264	210000	3.543E-06	4.644E-09	2.587E-07
139.5	115932264	210000	3.545E-06	4.652E-09	2.587E-07
139.8	116142264	210000	3.55E-06	4.657E-09	2.587E-07
140.1	116352264	210000	3.548E-06	4.658E-09	2.587E-07
140.4	116562264	210000	3.549E-06	4.664E-09	2.587E-07
140.7	116772264	210000	3.553E-06	4.666E-09	2.587E-07
141	116982264	210000	3.554E-06	4.666E-09	2.587E-07
141.3	117220768	238504	3.557E-06	4.668E-09	2.587E-07
141.6	117430768	210000	3.562E-06	4.669E-09	2.587E-07
141.9	117640768	210000	3.566E-06	4.67E-09	2.587E-07
142.2	117850768	210000	3.566E-06	4.666E-09	2.587E-07
142.5	118060768	210000	3.567E-06	4.676E-09	2.587E-07
142.8	118270768	210000	3.569E-06	4.684E-09	2.587E-07
143.1	118480768	210000	3.568E-06	4.677E-09	2.587E-07
143.4	118690768	210000	3.56E-06	4.665E-09	2.587E-07
143.7	118922048	231280	3.549E-06	4.653E-09	2.587E-07
144	119132048	210000	3.545E-06	4.65E-09	2.587E-07
144.3	119342048	210000	3.55E-06	4.646E-09	2.587E-07
144.6	119552048	210000	3.53E-06	4.648E-09	2.587E-07
144.9	119762048	210000	3.545E-06	4.629E-09	2.587E-07
145.2	119972048	210000	3.531E-06	4.627E-09	2.587E-07
145.5	120182048	210000	3.522E-06	4.63E-09	2.587E-07
145.8	120392048	210000	3.54E-06	4.61E-09	2.588E-07
146.1	120769936	377888	3.201E-06	4.599E-09	2.59E-07
146.4	120979936	210000	3.192E-06	4.606E-09	2.589E-07
146.7	121189936	210000	3.178E-06	4.609E-09	2.59E-07
147	121399936	210000	3.163E-06	4.624E-09	2.589E-07
147.3	121609936	210000	3.139E-06	4.628E-09	2.589E-07
147.6	121819936	210000	3.133E-06	4.616E-09	2.591E-07
147.9	122029936	210000	3.12E-06	4.603E-09	2.592E-07
148.2	122239936	210000	3.155E-06	4.587E-09	2.592E-07
148.5	122449936	210000	3.12E-06	4.615E-09	2.592E-07
148.8	122659936	210000	3.119E-06	4.617E-09	2.592E-07
149.1	122869936	210000	3.118E-06	4.61E-09	2.592E-07
149.4	123079936	210000	3.123E-06	4.604E-09	2.592E-07
149.7	123297328	217392	3.123E-06	4.608E-09	2.591E-07
150	123507328	210000	3.125E-06	4.602E-09	2.591E-07
150.3	123717328	210000	3.13E-06	4.605E-09	2.591E-07
150.6	123927328	210000	3.135E-06	4.613E-09	2.591E-07
150.9	124137328	210000	3.142E-06	4.623E-09	2.591E-07
151.2	124347328	210000	3.151E-06	4.633E-09	2.591E-07
151.5	124557328	210000	3.154E-06	4.63E-09	2.591E-07
151.8	124767328	210000	3.154E-06	4.62E-09	2.591E-07
152.1	124977328	210000	3.152E-06	4.618E-09	2.592E-07
152.4	125187328	210000	3.154E-06	4.629E-09	2.591E-07
152.7	125414912	227584	3.152E-06	4.63E-09	2.591E-07
153	125624912	210000	3.15E-06	4.626E-09	2.591E-07
153.3	125834912	210000	3.152E-06	4.638E-09	2.591E-07
153.6	126044912	210000	3.155E-06	4.652E-09	2.591E-07
153.9	126254912	210000	3.158E-06	4.654E-09	2.592E-07
154.2	126464912	210000	3.155E-06	4.658E-09	2.591E-07
154.5	126674912	210000	3.154E-06	4.667E-09	2.591E-07
154.8	126884912	210000	3.153E-06	4.669E-09	2.591E-07
155.1	127094912	210000	3.155E-06	4.669E-09	2.591E-07
155.4	127331232	236320	3.154E-06	4.672E-09	2.591E-07
155.7	127541232	210000	3.151E-06	4.672E-09	2.591E-07
156	127751232	210000	3.148E-06	4.669E-09	2.591E-07
156.3	127961232	210000	3.147E-06	4.665E-09	2.591E-07
156.6	128171232	210000	3.144E-06	4.665E-09	2.591E-07
156.9	128381232	210000	3.139E-06	4.653E-09	2.591E-07
157.2	128591232	210000	3.137E-06	4.652E-09	2.591E-07
157.5	128801232	210000	3.138E-06	4.646E-09	2.591E-07
157.8	129011232	210000	3.134E-06	4.647E-09	2.591E-07
158.1	129221232	210000	3.132E-06	4.644E-09	2.591E-07
158.4	129458896	237664	3.135E-06	4.662E-09	2.591E-07
158.7	129668896	210000	3.138E-06	4.669E-09	2.591E-07
159	129878896	210000	3.139E-06	4.666E-09	2.591E-07
159.3	130088896	210000	3.142E-06	4.668E-09	2.591E-07
159.6	130298896	210000	3.149E-06	4.668E-09	2.591E-07
159.9	130508896	210000	3.149E-06	4.669E-09	2.591E-07
160.2	130718896	210000	3.144E-06	4.675E-09	2.591E-07
160.5	130928896	210000	3.147E-06	4.674E-09	2.591E-07
160.8	131138896	210000	3.145E-06	4.672E-09	2.591E-07
161.1	131376616	237720	3.148E-06	4.677E-09	2.591E-07
161.4	131586616	210000	3.149E-06	4.682E-09	2.591E-07
161.7	131807088	220472	3.145E-06	4.682E-09	2.591E-07
162	132017088	210000	3.141E-06	4.682E-09	2.591E-07
162.3	132227088	210000	3.139E-06	4.68E-09	2.591E-07
162.6	132437088	210000	3.143E-06	4.676E-09	2.591E-07
162.9	132647088	210000	3.141E-06	4.676E-09	2.591E-07
163.2	132857088	210000	3.138E-06	4.673E-09	2.591E-07
163.5	133067088	210000	3.139E-06	4.672E-09	2.591E-07
163.8	133304528	237440	3.133E-06	4.671E-09	2.591E-07
164.1	133514528	210000	3.138E-06	4.672E-09	2.591E-07
164.4	133724528	210000	3.141E-06	4.667E-09	2.591E-07
164.7	133934528	210000	3.137E-06	4.667E-09	2.591E-07
165	134144528	210000	3.139E-06	4.668E-09	2.591E-07
165.3	134354528	210000	3.134E-06	4.671E-09	2.591E-07
165.6	134564528	210000	3.134E-06	4.672E-09	2.591E-07
165.9	134774528	210000	3.134E-06	4.667E-09	2.591E-07
166.2	134984528	210000	3.136E-06	4.667E-09	2.591E-07
166.5	135194528	210000	3.135E-06	4.665E-09	2.591E-07
166.8	135431296	236768	3.133E-06	4.664E-09	2.591E-07
167.1	135641296	210000	3.133E-06	4.663E-09	2.591E-07
167.4	135851296	210000	3.137E-06	4.665E-09	2.591E-07
167.7	136061296	210000	3.141E-06	4.664E-09	2.591E-07
168	136271296	210000	3.139E-06	4.666E-09	2.591E-07
168.3	136481296	210000	3.142E-06	4.668E-09	2.591E-07
168.6	136691296	210000	3.143E-06	4.669E-09	2.591E-07
168.9	136901296	210000	3.146E-06	4.669E-09	2.591E-07
169.2	137111296	210000	3.151E-06	4.666E-09	2.591E-07
169.5	137347168	235872	3.149E-06	4.664E-09	2.591E-07
169.8	137568592	221424	3.15E-06	4.667E-09	2.591E-07
170.1	137778592	210000	3.153E-06	4.666E-09	2.591E-07
170.4	137988592	210000	3.159E-06	4.661E-09	2.591E-07
170.7	138224632	236040	3.172E-06	4.658E-09	2.591E-07
171	138434632	210000	3.172E-06	4.652E-09	2.591E-07
171.3	138644632	210000	3.176E-06	4.653E-09	2.591E-07
171.6	138854632	210000	3.182E-06	4.65E-09	2.591E-07
171.9	139064632	210000	3.18E-06	4.653E-09	2.591E-07
172.2	139274632	210000	3.177E-06	4.654E-09	2.591E-07
172.5	139509272	234640	3.18E-06	4.651E-09	2.591E-07
172.8	139719272	210000	3.176E-06	4.649E-09	2.591E-07
173.1	139929272	210000	3.166E-06	4.653E-09	2.591E-07
173.4	140139272	210000	3.167E-06	4.652E-09	2.591E-07
173.7	140349272	210000	3.162E-06	4.655E-09	2.591E-07
174	140559272	210000	3.162E-06	4.653E-09	2.591E-07
174.3	140769272	210000	3.163E-06	4.652E-09	2.591E-07
174.6	140979272	210000	3.169E-06	4.654E-09	2.591E-07
174.9	141189272	210000	3.176E-06	4.65E-09	2.591E-07
175.2	141422512	233240	3.173E-06	4.646E-09	2.591E-07
175.5	141632512	210000	3.17E-06	4.647E-09	2.591E-07
175.8	141842512	210000	3.17E-06	4.647E-09	2.591E-07
176.1	142052512	210000	3.168E-06	4.648E-09	2.591E-07
176.4	142262512	210000	3.166E-06	4.648E-09	2.591E-07
176.7	142472512	210000	3.168E-06	4.642E-09	2.591E-07
177	142682512	210000	3.169E-06	4.645E-09	2.591E-07
177.3	142892512	210000	3.157E-06	4.651E-09	2.591E-07
177.6	143126144	233632	3.159E-06	4.652E-09	2.591E-07
177.9	143357424	231280	3.162E-06	4.654E-09	2.591E-07
178.2	143567424	210000	3.166E-06	4.653E-09	2.591E-07
178.5	143777424	210000	3.172E-06	4.65E-09	2.591E-07
178.8	143987424	210000	3.173E-06	4.646E-09	2.591E-07
179.1	144197424	210000	3.175E-06	4.645E-09	2.591E-07
179.4	144407424	210000	3.179E-06	4.645E-09	2.591E-07
179.7	144617424	210000	3.177E-06	4.649E-09	2.591E-07
180	144827424	210000	3.177E-06	4.65E-09	2.591E-07
180.3	145065648	238224	3.183E-06	4.648E-09	2.591E-07
180.6	145275648	210000	3.188E-06	4.645E-09	2.591E-07
180.9	145504296	228648	3.192E-06	4.645E-09	2.591E-07
181.2	145714296	210000	3.19E-06	4.651E-09	2.591E-07
181.5	145924296	210000	3.192E-06	4.653E-09	2.591E-07
181.8	146134296	210000	3.18E-06	4.651E-09	2.591E-07
182.1	146344296	210000	3.185E-06	4.645E-09	2.591E-07
182.4	146556144	211848	3.193E-06	4.641E-09	2.591E-07
182.7	146766144	210000	3.19E-06	4.643E-09	2.591E-07
183	146976144	210000	3.191E-06	4.641E-09	2.591E-07
183.3	147186144	210000	3.187E-06	4.639E-09	2.591E-07
183.6	147409416	223272	3.191E-06	4.643E-09	2.591E-07
183.9	147619416	210000	3.186E-06	4.645E-09	2.591E-07
184.2	147829416	210000	3.181E-06	4.645E-09	2.591E-07
184.5	148039416	210000	3.183E-06	4.644E-09	2.591E-07
184.8	148249416	210000	3.181E-06	4.642E-09	2.591E-07
185.1	148462328	212912	3.178E-06	4.646E-09	2.591E-07
185.4	148695120	232792	3.182E-06	4.643E-09	2.591E-07
185.7	148905120	210000	3.181E-06	4.643E-09	2.591E-07
186	149115120	210000	3.178E-06	4.644E-09	2.591E-07
186.3	149336376	221256	3.175E-06	4.646E-09	2.591E-07
186.6	149546376	210000	3.173E-06	4.648E-09	2.591E-07
186.9	149767576	221200	3.176E-06	4.649E-09	2.591E-07
187.2	149977576	210000	3.177E-06	4.65E-09	2.591E-07
187.5	150187576	210000	3.173E-06	4.655E-09	2.591E-07
187.8	150401160	213584	3.174E-06	4.655E-09	2.591E-07
188.1	150611160	210000	3.168E-06	4.653E-09	2.591E-07
188.4	150821160	210000	3.174E-06	4.655E-09	2.591E-07
188.7	151031160	210000	3.176E-06	4.654E-09	2.591E-07
189	151241160	210000	3.177E-06	4.655E-09	2.591E-07
189.3	151462360	221200	3.183E-06	4.656E-09	2.591E-07
189.6	151672360	210000	3.183E-06	4.66E-09	2.591E-07
189.9	151882360	210000	3.187E-06	4.659E-09	2.591E-07
190.2	152092360	210000	3.192E-06	4.66E-09	2.591E-07
190.5	152306448	214088	3.197E-06	4.66E-09	2.591E-07
190.8	152516448	210000	3.195E-06	4.666E-09	2.591E-07
191.1	152726448	210000	3.2E-06	4.662E-09	2.591E-07
191.4	152936448	210000	3.198E-06	4.661E-09	2.591E-07
191.7	153146448	210000	3.2E-06	4.662E-09	2.591E-07
192	153367648	221200	3.2E-06	4.662E-09	2.591E-07
192.3	153577648	210000	3.199E-06	4.661E-09	2.591E-07
192.6	153787648	210000	3.198E-06	4.66E-09	2.591E-07
192.9	153997648	210000	3.202E-06	4.659E-09	2.591E-07
193.2	154207648	210000	3.206E-06	4.664E-09	2.591E-07
193.5	154433440	225792	3.205E-06	4.671E-09	2.591E-07
193.8	154643440	210000	3.205E-06	4.673E-09	2.591E-07
194.1	154853440	210000	3.208E-06	4.668E-09	2.591E-07
194.4	155063440	210000	3.208E-06	4.663E-09	2.591E-07
194.7	155273440	210000	3.208E-06	4.671E-09	2.591E-07
195	155494528	221088	3.209E-06	4.673E-09	2.591E-07
195.3	155704528	210000	3.211E-06	4.672E-09	2.591E-07
195.6	155914528	210000	3.212E-06	4.67E-09	2.591E-07
195.9	156124528	210000	3.211E-06	4.674E-09	2.591E-07
196.2	156339232	214704	3.213E-06	4.677E-09	2.591E-07
196.5	156549232	210000	3.211E-06	4.675E-09	2.591E-07
196.8	156759232	210000	3.211E-06	4.678E-09	2.591E-07
197.1	156969232	210000	3.213E-06	4.679E-09	2.591E-07
197.4	157179232	210000	3.215E-06	4.675E-09	2.591E-07
197.7	157399648	220416	3.22E-06	4.673E-09	2.591E-07
198	157609648	210000	3.218E-06	4.674E-09	2.591E-07
198.3	157819648	210000	3.222E-06	4.678E-09	2.591E-07
198.6	158029648	210000	3.224E-06	4.686E-09	2.591E-07
198.9	158244408	214760	3.223E-06	4.677E-09	2.591E-07
199.2	158454408	210000	3.22E-06	4.673E-09	2.591E-07
199.5	158664408	210000	3.225E-06	4.673E-09	2.591E-07
199.8	158874408	210000	3.225E-06	4.678E-09	2.591E-07
200.1	159084408	210000	3.225E-06	4.682E-09	2.591E-07
200.4	159300792	216384	3.216E-06	4.674E-09	2.591E-07
200.7	159510792	210000	3.215E-06	4.68E-09	2.591E-07
201	159720792	210000	3.212E-06	4.671E-09	2.591E-07
201.3	159930792	210000	3.211E-06	4.668E-09	2.591E-07
201.6	160144936	214144	3.21E-06	4.677E-09	2.591E-07
201.9	160354936	210000	3.21E-06	4.675E-09	2.591E-07
202.2	160564936	210000	3.221E-06	4.697E-09	2.59E-07
202.5	160774936	210000	3.228E-06	4.694E-09	2.59E-07
202.8	160984936	210000	3.243E-06	4.694E-09	2.59E-07
203.1	161194936	210000	3.26E-06	4.687E-09	2.591E-07
203.4	161404936	210000	3.256E-06	4.686E-09	2.59E-07
203.7	161643888	238952	3.256E-06	4.685E-09	2.59E-07
204	161853888	210000	3.247E-06	4.663E-09	2.591E-07
204.3	162063888	210000	3.253E-06	4.671E-09	2.591E-07
204.6	162273888	210000	3.243E-06	4.685E-09	2.59E-07
204.9	162483888	210000	3.287E-06	4.654E-09	2.59E-07
205.2	162693888	210000	3.286E-06	4.647E-09	2.591E-07
205.5	162903888	210000	3.244E-06	4.681E-09	2.589E-07
205.8	163113888	210000	3.249E-06	4.681E-09	2.589E-07
206.1	163353008	239120	3.297E-06	4.661E-09	2.59E-07
206.4	163573760	220752	3.291E-06	4.677E-09	2.589E-07
206.7	163783760	210000	3.295E-06	4.679E-09	2.59E-07
207	163993760	210000	3.297E-06	4.672E-09	2.59E-07
207.3	164203760	210000	3.276E-06	4.671E-09	2.59E-07
207.6	164422048	218288	3.28E-06	4.677E-09	2.59E-07
207.9	164632048	210000	3.275E-06	4.67E-09	2.59E-07
208.2	164842048	210000	3.293E-06	4.651E-09	2.59E-07
208.5	165052048	210000	3.293E-06	4.656E-09	2.59E-07
208.8	165272968	220920	3.302E-06	4.651E-09	2.591E-07
209.1	165482968	210000	3.308E-06	4.662E-09	2.59E-07
209.4	165692968	210000	3.305E-06	4.659E-09	2.59E-07
209.7	165902968	210000	3.303E-06	4.649E-09	2.59E-07
210	166112968	210000	3.3E-06	4.642E-09	2.59E-07
210.3	166333888	220920	3.305E-06	4.65E-09	2.59E-07
210.6	166543888	210000	3.3E-06	4.644E-09	2.59E-07
210.9	166753888	210000	3.303E-06	4.649E-09	2.59E-07
211.2	166963888	210000	3.304E-06	4.648E-09	2.59E-07
211.5	167207600	243712	3.298E-06	4.64E-09	2.589E-07
211.8	167428464	220864	3.301E-06	4.633E-09	2.589E-07
212.1	167638464	210000	3.304E-06	4.64E-09	2.589E-07
212.4	167848464	210000	3.302E-06	4.633E-09	2.589E-07
212.7	168058464	210000	3.299E-06	4.623E-09	2.589E-07
213	168279328	220864	3.295E-06	4.617E-09	2.589E-07
213.3	168489328	210000	3.296E-06	4.607E-09	2.589E-07
213.6	168699328	210000	3.295E-06	4.599E-09	2.589E-07
213.9	168909328	210000	3.301E-06	4.599E-09	2.589E-07
214.2	169119328	210000	3.307E-06	4.599E-09	2.589E-07
214.5	169340192	220864	3.307E-06	4.6E-09	2.589E-07
214.8	169550192	210000	3.309E-06	4.6E-09	2.589E-07
215.1	169760192	210000	3.309E-06	4.596E-09	2.589E-07
215.4	169970192	210000	3.307E-06	4.591E-09	2.589E-07
215.7	170180192	210000	3.309E-06	4.592E-09	2.589E-07
216	170424464	244272	3.308E-06	4.593E-09	2.589E-07
216.3	170634464	210000	3.307E-06	4.589E-09	2.589E-07
216.6	170844464	210000	3.308E-06	4.591E-09	2.589E-07
216.9	171054464	210000	3.307E-06	4.587E-09	2.589E-07
217.2	171275272	220808	3.312E-06	4.59E-09	2.589E-07
217.5	171485272	210000	3.317E-06	4.593E-09	2.589E-07
217.8	171695272	210000	3.31E-06	4.597E-09	2.589E-07
218.1	171905272	210000	3.308E-06	4.598E-09	2.589E-07
218.4	172115272	210000	3.302E-06	4.602E-09	2.589E-07
218.7	172336080	220808	3.301E-06	4.605E-09	2.589E-07
219	172546080	210000	3.302E-06	4.606E-09	2.589E-07
219.3	172756080	210000	3.302E-06	4.615E-09	2.589E-07
219.6	172966080	210000	3.303E-06	4.614E-09	2.589E-07
219.9	173176080	210000	3.303E-06	4.618E-09	2.589E-07
220.2	173396888	220808	3.308E-06	4.619E-09	2.589E-07
220.5	173606888	210000	3.303E-06	4.617E-09	2.589E-07
220.8	173828032	221144	3.3E-06	4.619E-09	2.589E-07
221.1	174038032	210000	3.302E-06	4.624E-09	2.589E-07
221.4	174258840	220808	3.299E-06	4.631E-09	2.589E-07
221.7	174468840	210000	3.301E-06	4.634E-09	2.589E-07
222	174678840	210000	3.297E-06	4.633E-09	2.589E-07
222.3	174888840	210000	3.295E-06	4.63E-09	2.589E-07
222.6	175098840	210000	3.293E-06	4.627E-09	2.589E-07
222.9	175319648	220808	3.29E-06	4.626E-09	2.589E-07
223.2	175529648	210000	3.288E-06	4.628E-09	2.589E-07
223.5	175739648	210000	3.288E-06	4.629E-09	2.589E-07
223.8	175949648	210000	3.286E-06	4.628E-09	2.589E-07
224.1	176159648	210000	3.284E-06	4.631E-09	2.589E-07
224.4	176380456	220808	3.291E-06	4.63E-09	2.589E-07
224.7	176590456	210000	3.292E-06	4.629E-09	2.589E-07
225	176800456	210000	3.29E-06	4.629E-09	2.589E-07
225.3	177021544	221088	3.293E-06	4.63E-09	2.589E-07
225.6	177242352	220808	3.29E-06	4.631E-09	2.589E-07
225.9	177452352	210000	3.293E-06	4.632E-09	2.589E-07
226.2	177662352	210000	3.292E-06	4.638E-09	2.589E-07
226.5	177872352	210000	3.291E-06	4.638E-09	2.589E-07
226.8	178082352	210000	3.293E-06	4.636E-09	2.588E-07
227.1	178303160	220808	3.293E-06	4.637E-09	2.589E-07
227.4	178513160	210000	3.301E-06	4.636E-09	2.588E-07
227.7	178723160	210000	3.298E-06	4.636E-09	2.588E-07
228	178933160	210000	3.298E-06	4.634E-09	2.589E-07
228.3	179143160	210000	3.294E-06	4.636E-09	2.589E-07
228.6	179363968	220808	3.298E-06	4.637E-09	2.588E-07
228.9	179573968	210000	3.301E-06	4.637E-09	2.588E-07
229.2	179783968	210000	3.295E-06	4.639E-09	2.588E-07
229.5	179993968	210000	3.296E-06	4.636E-09	2.588E-07
229.8	180225808	231840	3.295E-06	4.635E-09	2.588E-07
230.1	180435808	210000	3.292E-06	4.64E-09	2.588E-07
230.4	180645808	210000	3.297E-06	4.639E-09	2.588E-07
230.7	180855808	210000	3.294E-06	4.638E-09	2.588E-07
231	181065808	210000	3.295E-06	4.637E-09	2.588E-07
231.3	181286616	220808	3.292E-06	4.637E-09	2.588E-07
231.6	181496616	210000	3.292E-06	4.637E-09	2.588E-07
231.9	181706616	210000	3.296E-06	4.637E-09	2.588E-07
232.2	181916616	210000	3.299E-06	4.639E-09	2.588E-07
232.5	182126616	210000	3.299E-06	4.645E-09	2.588E-07
232.8	182347368	220752	3.3E-06	4.648E-09	2.588E-07
233.1	182557368	210000	3.294E-06	4.648E-09	2.588E-07
233.4	182767368	210000	3.29E-06	4.649E-09	2.588E-07
233.7	182977368	210000	3.288E-06	4.645E-09	2.588E-07
234	183198120	220752	3.291E-06	4.647E-09	2.588E-07
234.3	183408120	210000	3.282E-06	4.652E-09	2.588E-07
234.6	183629152	221032	3.284E-06	4.65E-09	2.588E-07
234.9	183839152	210000	3.286E-06	4.646E-09	2.588E-07
235.2	184049152	210000	3.287E-06	4.644E-09	2.588E-07
235.5	184269904	220752	3.29E-06	4.645E-09	2.588E-07
235.8	184479904	210000	3.286E-06	4.65E-09	2.588E-07
236.1	184689904	210000	3.288E-06	4.651E-09	2.588E-07
236.4	184899904	210000	3.296E-06	4.649E-09	2.588E-07
236.7	185109904	210000	3.297E-06	4.65E-09	2.588E-07
237	185330656	220752	3.299E-06	4.649E-09	2.588E-07
237.3	185540656	210000	3.303E-06	4.645E-09	2.588E-07
237.6	185750656	210000	3.299E-06	4.648E-09	2.588E-07
237.9	185960656	210000	3.295E-06	4.65E-09	2.588E-07
238.2	186181352	220696	3.302E-06	4.648E-09	2.588E-07
238.5	186391352	210000	3.296E-06	4.65E-09	2.588E-07
238.8	186601352	210000	3.293E-06	4.654E-09	2.588E-07
239.1	186822440	221088	3.294E-06	4.652E-09	2.588E-07
239.4	187032440	210000	3.303E-06	4.65E-09	2.588E-07
239.7	187253136	220696	3.301E-06	4.649E-09	2.588E-07
240	187463136	210000	3.294E-06	4.654E-09	2.588E-07
240.3	187673136	210000	3.284E-06	4.656E-09	2.588E-07
240.6	187883136	210000	3.288E-06	4.656E-09	2.588E-07
240.9	188093136	210000	3.292E-06	4.65E-09	2.588E-07
241.2	188313832	220696	3.294E-06	4.653E-09	2.588E-07
241.5	188523832	210000	3.284E-06	4.653E-09	2.588E-07
241.8	188733832	210000	3.293E-06	4.65E-09	2.588E-07
242.1	188943832	210000	3.288E-06	4.654E-09	2.588E-07
242.4	189164472	220640	3.295E-06	4.654E-09	2.588E-07
242.7	189374472	210000	3.295E-06	4.653E-09	2.588E-07
243	189584472	210000	3.297E-06	4.652E-09	2.588E-07
243.3	189794472	210000	3.295E-06	4.652E-09	2.588E-07
243.6	190004472	210000	3.293E-06	4.647E-09	2.588E-07
243.9	190236256	231784	3.294E-06	4.648E-09	2.588E-07
244.2	190446256	210000	3.296E-06	4.65E-09	2.588E-07
244.5	190656256	210000	3.296E-06	4.651E-09	2.588E-07
244.8	190866256	210000	3.292E-06	4.648E-09	2.588E-07
245.1	191076256	210000	3.295E-06	4.645E-09	2.588E-07
245.4	191296896	220640	3.292E-06	4.647E-09	2.588E-07
245.7	191506896	210000	3.293E-06	4.644E-09	2.588E-07
246	191716896	210000	3.291E-06	4.64E-09	2.588E-07
246.3	191926896	210000	3.29E-06	4.639E-09	2.588E-07
246.6	192147480	220584	3.285E-06	4.634E-09	2.588E-07
246.9	192357480	210000	3.285E-06	4.631E-09	2.588E-07
247.2	192567480	210000	3.291E-06	4.63E-09	2.588E-07
247.5	192777480	210000	3.289E-06	4.631E-09	2.588E-07
247.8	192987480	210000	3.293E-06	4.63E-09	2.588E-07
248.1	193208008	220528	3.292E-06	4.635E-09	2.588E-07
248.4	193441584	233576	3.296E-06	4.629E-09	2.588E-07
248.7	193651584	210000	3.296E-06	4.629E-09	2.588E-07
249	193861584	210000	3.296E-06	4.633E-09	2.588E-07
249.3	194071584	210000	3.296E-06	4.634E-09	2.588E-07
249.6	194292112	220528	3.307E-06	4.632E-09	2.588E-07
249.9	194502112	210000	3.303E-06	4.631E-09	2.588E-07
250.2	194712112	210000	3.304E-06	4.63E-09	2.588E-07
250.5	194922112	210000	3.302E-06	4.632E-09	2.588E-07
250.8	195142528	220416	3.302E-06	4.631E-09	2.588E-07
251.1	195352528	210000	3.301E-06	4.633E-09	2.588E-07
251.4	195562528	210000	3.302E-06	4.637E-09	2.588E-07
251.7	195772528	210000	3.304E-06	4.637E-09	2.588E-07
252	195982528	210000	3.304E-06	4.644E-09	2.588E-07
252.3	196202888	220360	3.305E-06	4.642E-09	2.588E-07
252.6	196412888	210000	3.299E-06	4.643E-09	2.588E-07
252.9	196622888	210000	3.3E-06	4.644E-09	2.588E-07
253.2	196860720	237832	3.301E-06	4.651E-09	2.588E-07
253.5	197070720	210000	3.308E-06	4.653E-09	2.588E-07
253.8	197290968	220248	3.307E-06	4.652E-09	2.588E-07
254.1	197500968	210000	3.308E-06	4.648E-09	2.588E-07
254.4	197710968	210000	3.305E-06	4.651E-09	2.588E-07
254.7	197920968	210000	3.307E-06	4.659E-09	2.588E-07
255	198141048	220080	3.312E-06	4.667E-09	2.588E-07
255.3	198351048	210000	3.31E-06	4.666E-09	2.588E-07
255.6	198561048	210000	3.314E-06	4.659E-09	2.588E-07
255.9	198771048	210000	3.313E-06	4.66E-09	2.588E-07
256.2	198981048	210000	3.317E-06	4.664E-09	2.588E-07
256.5	199230248	249200	3.311E-06	4.648E-09	2.588E-07
256.8	199440248	210000	3.309E-06	4.65E-09	2.588E-07
257.1	199650248	210000	3.307E-06	4.657E-09	2.588E-07
257.4	199860248	210000	3.307E-06	4.656E-09	2.588E-07
257.7	200131736	271488	3.322E-06	4.693E-09	2.591E-07
258	200351256	219520	3.322E-06	4.686E-09	2.591E-07
