#./test/main/nbody-simulation --engine=block \
#--solver=rkdp --stars_count=256 --verbose=1 --block_size=32 --max_time=300 \
#--max_step=1e-5 \
#--min_step=1e-9 \
#--check_step=0.3 \
#--dump_step=0.03 \
#--error_threshold=1e-6 \
#--check_list=PLVE \
#--output=nbody/512-300-1e-5-rkdp 2>nbody512-300-1e-5-rkdp.txt
T	CC	SC	dP	dL	dE
27	19512976	210000	2.434E-06	2.119E-09	3.11E-08
27.3	19722976	210000	2.466E-06	2.123E-09	3.106E-08
27.6	19932976	210000	2.475E-06	2.135E-09	3.109E-08
27.9	20142976	210000	2.482E-06	2.149E-09	3.109E-08
28.2	20363056	220080	2.494E-06	2.16E-09	3.115E-08
28.5	20595512	232456	2.458E-06	2.13E-09	3.114E-08
28.8	20808704	213192	2.447E-06	2.123E-09	3.105E-08
29.1	21018704	210000	2.455E-06	2.126E-09	3.1E-08
29.4	21228704	210000	2.448E-06	2.128E-09	3.106E-08
29.7	21438704	210000	2.456E-06	2.122E-09	3.103E-08
30	21648704	210000	2.455E-06	2.123E-09	3.096E-08
30.3	21858704	210000	2.453E-06	2.124E-09	3.093E-08
30.6	22068704	210000	2.426E-06	2.116E-09	3.093E-08
30.9	22278704	210000	2.432E-06	2.121E-09	3.102E-08
31.2	22488704	210000	2.432E-06	2.122E-09	3.097E-08
31.5	22698704	210000	2.441E-06	2.133E-09	3.098E-08
31.8	22908704	210000	2.433E-06	2.135E-09	3.095E-08
32.1	23118704	210000	2.452E-06	2.14E-09	3.097E-08
32.4	23349480	230776	2.443E-06	2.134E-09	3.098E-08
32.7	23559480	210000	2.441E-06	2.128E-09	3.097E-08
33	23769480	210000	2.426E-06	2.121E-09	3.096E-08
33.3	23979480	210000	2.451E-06	2.129E-09	3.096E-08
33.6	24189480	210000	2.451E-06	2.124E-09	3.094E-08
33.9	24428600	239120	2.45E-06	2.132E-09	3.094E-08
34.2	24668168	239568	2.449E-06	2.142E-09	3.095E-08
34.5	24889592	221424	2.447E-06	2.141E-09	3.095E-08
34.8	25099592	210000	2.426E-06	2.133E-09	3.094E-08
35.1	25309592	210000	2.425E-06	2.132E-09	3.095E-08
35.4	25519592	210000	2.442E-06	2.137E-09	3.094E-08
35.7	25729592	210000	2.469E-06	2.155E-09	3.092E-08
36	25968992	239400	2.485E-06	2.172E-09	3.106E-08
36.3	26178992	210000	2.48E-06	2.171E-09	3.107E-08
36.6	26388992	210000	2.494E-06	2.177E-09	3.107E-08
36.9	26598992	210000	2.515E-06	2.186E-09	3.108E-08
37.2	27604472	1005480	1.503E-06	1.561E-09	2.71E-08
37.5	27814472	210000	1.504E-06	1.561E-09	2.709E-08
37.8	28054320	239848	1.524E-06	1.575E-09	2.707E-08
38.1	28264320	210000	1.528E-06	1.581E-09	2.706E-08
38.4	28474320	210000	1.545E-06	1.589E-09	2.708E-08
38.7	28684320	210000	1.552E-06	1.595E-09	2.706E-08
39	28894320	210000	1.542E-06	1.587E-09	2.706E-08
39.3	29115632	221312	1.527E-06	1.58E-09	2.704E-08
39.6	29355648	240016	1.523E-06	1.579E-09	2.706E-08
39.9	29565648	210000	1.522E-06	1.582E-09	2.706E-08
40.2	30351272	785624	6.445E-07	1.182E-09	2.959E-08
40.5	30561272	210000	6.588E-07	1.189E-09	2.959E-08
40.8	30771272	210000	6.535E-07	1.189E-09	2.959E-08
41.1	30981272	210000	6.584E-07	1.187E-09	2.958E-08
41.4	31220896	239624	6.714E-07	1.188E-09	2.962E-08
41.7	31430896	210000	6.765E-07	1.19E-09	2.962E-08
42	31640896	210000	6.837E-07	1.191E-09	2.962E-08
42.3	31850896	210000	6.69E-07	1.19E-09	2.961E-08
42.6	32060896	210000	6.713E-07	1.192E-09	2.962E-08
42.9	32270896	210000	6.725E-07	1.19E-09	2.962E-08
43.2	32598664	327768	6.986E-07	1.184E-09	2.958E-08
43.5	32808664	210000	6.98E-07	1.182E-09	2.958E-08
43.8	33018664	210000	6.938E-07	1.182E-09	2.958E-08
44.1	33239696	221032	6.923E-07	1.18E-09	2.957E-08
44.4	33449696	210000	6.902E-07	1.183E-09	2.958E-08
44.7	33689152	239456	6.906E-07	1.195E-09	2.956E-08
45	33899152	210000	6.82E-07	1.193E-09	2.955E-08
45.3	34109152	210000	6.804E-07	1.191E-09	2.956E-08
45.6	34319152	210000	6.852E-07	1.191E-09	2.956E-08
45.9	34529152	210000	6.824E-07	1.192E-09	2.956E-08
46.2	34787256	258104	6.842E-07	1.176E-09	2.951E-08
46.5	35026768	239512	6.876E-07	1.174E-09	2.949E-08
46.8	35236768	210000	6.902E-07	1.172E-09	2.949E-08
47.1	35446768	210000	6.909E-07	1.173E-09	2.95E-08
47.4	35656768	210000	6.917E-07	1.173E-09	2.95E-08
47.7	35866768	210000	6.896E-07	1.174E-09	2.949E-08
48	36076768	210000	6.946E-07	1.17E-09	2.949E-08
48.3	36316392	239624	6.862E-07	1.168E-09	2.943E-08
48.6	36537144	220752	6.821E-07	1.169E-09	2.944E-08
48.9	36747144	210000	6.816E-07	1.167E-09	2.944E-08
49.2	36957144	210000	6.945E-07	1.168E-09	2.944E-08
49.5	37198056	240912	6.973E-07	1.162E-09	2.944E-08
49.8	37408056	210000	6.987E-07	1.162E-09	2.944E-08
50.1	37647680	239624	6.982E-07	1.163E-09	2.946E-08
50.4	37857680	210000	6.947E-07	1.164E-09	2.946E-08
50.7	38067680	210000	6.91E-07	1.165E-09	2.947E-08
51	38277680	210000	6.888E-07	1.163E-09	2.946E-08
51.3	38487680	210000	6.854E-07	1.162E-09	2.947E-08
51.6	38697680	210000	6.827E-07	1.158E-09	2.946E-08
51.9	38937304	239624	6.853E-07	1.149E-09	2.946E-08
52.2	39147304	210000	6.789E-07	1.15E-09	2.947E-08
52.5	39386088	238784	6.788E-07	1.156E-09	2.946E-08
52.8	39596088	210000	6.813E-07	1.158E-09	2.946E-08
53.1	39806088	210000	6.872E-07	1.16E-09	2.946E-08
53.4	40026840	220752	6.808E-07	1.164E-09	2.946E-08
53.7	40266464	239624	6.733E-07	1.162E-09	2.946E-08
54	40476464	210000	6.703E-07	1.16E-09	2.945E-08
54.3	40686464	210000	6.689E-07	1.159E-09	2.945E-08
54.6	40896464	210000	6.768E-07	1.158E-09	2.945E-08
54.9	41106464	210000	6.821E-07	1.154E-09	2.945E-08
55.2	41316464	210000	6.77E-07	1.153E-09	2.944E-08
55.5	41584816	268352	6.817E-07	1.152E-09	2.94E-08
55.8	41794816	210000	6.807E-07	1.15E-09	2.94E-08
56.1	42004816	210000	6.825E-07	1.151E-09	2.94E-08
56.4	42214816	210000	6.789E-07	1.153E-09	2.94E-08
56.7	42424816	210000	6.781E-07	1.153E-09	2.94E-08
57	42634816	210000	6.81E-07	1.15E-09	2.939E-08
57.3	42874272	239456	6.854E-07	1.15E-09	2.936E-08
57.6	43084272	210000	6.877E-07	1.15E-09	2.937E-08
57.9	43305136	220864	6.897E-07	1.146E-09	2.936E-08
58.2	43515136	210000	6.91E-07	1.146E-09	2.936E-08
58.5	43753752	238616	6.868E-07	1.142E-09	2.936E-08
58.8	43963752	210000	6.875E-07	1.141E-09	2.936E-08
59.1	44203152	239400	6.865E-07	1.138E-09	2.942E-08
59.4	44413152	210000	6.865E-07	1.136E-09	2.942E-08
59.7	44623152	210000	6.845E-07	1.137E-09	2.942E-08
60	44833152	210000	6.891E-07	1.14E-09	2.943E-08
60.3	45043152	210000	6.85E-07	1.14E-09	2.942E-08
60.6	45253152	210000	6.878E-07	1.14E-09	2.942E-08
60.9	45492384	239232	6.884E-07	1.141E-09	2.947E-08
61.2	45702384	210000	6.798E-07	1.142E-09	2.947E-08
61.5	45940216	237832	6.808E-07	1.143E-09	2.946E-08
61.8	46150216	210000	6.783E-07	1.143E-09	2.946E-08
62.1	46360216	210000	6.809E-07	1.142E-09	2.946E-08
62.4	46570216	210000	6.838E-07	1.142E-09	2.945E-08
62.7	46816896	246680	6.839E-07	1.142E-09	2.946E-08
63	47026896	210000	6.9E-07	1.14E-09	2.946E-08
63.3	47236896	210000	6.872E-07	1.14E-09	2.945E-08
63.6	47446896	210000	6.856E-07	1.143E-09	2.946E-08
63.9	47656896	210000	6.836E-07	1.141E-09	2.946E-08
64.2	47866896	210000	6.849E-07	1.139E-09	2.946E-08
64.5	48105624	238728	6.762E-07	1.137E-09	2.944E-08
64.8	48342112	236488	6.746E-07	1.139E-09	2.943E-08
65.1	48552112	210000	6.739E-07	1.14E-09	2.943E-08
65.4	48762112	210000	6.656E-07	1.138E-09	2.943E-08
65.7	48972112	210000	6.67E-07	1.138E-09	2.943E-08
66	49182112	210000	6.691E-07	1.137E-09	2.944E-08
66.3	49420448	238336	6.599E-07	1.132E-09	2.939E-08
66.6	49630448	210000	6.598E-07	1.133E-09	2.939E-08
66.9	49840448	210000	6.628E-07	1.134E-09	2.939E-08
67.2	50050448	210000	6.61E-07	1.134E-09	2.938E-08
67.5	50271648	221200	6.615E-07	1.134E-09	2.939E-08
67.8	50505672	234024	6.613E-07	1.132E-09	2.937E-08
68.1	50743560	237888	6.615E-07	1.13E-09	2.935E-08
68.4	50969632	226072	6.609E-07	1.129E-09	2.934E-08
68.7	51179632	210000	6.592E-07	1.131E-09	2.934E-08
69	51411976	232344	6.624E-07	1.132E-09	2.935E-08
69.3	51621976	210000	6.617E-07	1.133E-09	2.935E-08
69.6	51831976	210000	6.571E-07	1.131E-09	2.935E-08
69.9	52069360	237384	6.574E-07	1.131E-09	2.931E-08
70.2	52279360	210000	6.669E-07	1.132E-09	2.931E-08
70.5	52489360	210000	6.627E-07	1.13E-09	2.93E-08
70.8	52718960	229600	6.622E-07	1.136E-09	2.93E-08
71.1	52928960	210000	6.583E-07	1.138E-09	2.93E-08
71.4	53138960	210000	6.574E-07	1.137E-09	2.928E-08
71.7	53375448	236488	6.643E-07	1.143E-09	2.93E-08
72	53596816	221368	6.547E-07	1.142E-09	2.93E-08
72.3	53806816	210000	6.557E-07	1.144E-09	2.93E-08
72.6	54016816	210000	6.49E-07	1.141E-09	2.93E-08
72.9	54226816	210000	6.516E-07	1.142E-09	2.93E-08
73.2	54436816	210000	6.514E-07	1.14E-09	2.93E-08
73.5	54672184	235368	6.531E-07	1.148E-09	2.931E-08
73.8	54892824	220640	6.442E-07	1.147E-09	2.931E-08
74.1	55102824	210000	6.406E-07	1.144E-09	2.931E-08
74.4	55312824	210000	6.396E-07	1.147E-09	2.931E-08
74.7	55522824	210000	6.348E-07	1.146E-09	2.931E-08
75	55732824	210000	6.393E-07	1.149E-09	2.932E-08
75.3	55966736	233912	6.363E-07	1.143E-09	2.93E-08
75.6	56176736	210000	6.304E-07	1.142E-09	2.93E-08
75.9	56386736	210000	6.282E-07	1.136E-09	2.929E-08
76.2	56596736	210000	6.328E-07	1.133E-09	2.929E-08
76.5	56806736	210000	6.346E-07	1.132E-09	2.928E-08
76.8	57044232	237496	6.44E-07	1.12E-09	2.928E-08
77.1	57276128	231896	6.459E-07	1.127E-09	2.926E-08
77.4	57486128	210000	6.508E-07	1.124E-09	2.926E-08
77.7	57696128	210000	6.588E-07	1.123E-09	2.925E-08
78	57906128	210000	6.573E-07	1.119E-09	2.925E-08
78.3	58116128	210000	6.531E-07	1.121E-09	2.924E-08
78.6	58326128	210000	6.429E-07	1.121E-09	2.925E-08
78.9	58554552	228424	6.571E-07	1.122E-09	2.926E-08
79.2	58764552	210000	6.551E-07	1.125E-09	2.925E-08
79.5	58974552	210000	6.554E-07	1.127E-09	2.926E-08
79.8	59195416	220864	6.563E-07	1.122E-09	2.925E-08
80.1	59405416	210000	6.691E-07	1.124E-09	2.926E-08
80.4	59615416	210000	6.721E-07	1.127E-09	2.927E-08
80.7	59836448	221032	6.724E-07	1.119E-09	2.924E-08
81	60046448	210000	6.746E-07	1.116E-09	2.926E-08
81.3	60256448	210000	6.639E-07	1.105E-09	2.925E-08
81.6	60487000	230552	6.638E-07	1.101E-09	2.925E-08
81.9	60697000	210000	6.596E-07	1.105E-09	2.926E-08
82.2	60908792	211792	6.518E-07	1.098E-09	2.927E-08
82.5	61134584	225792	6.562E-07	1.097E-09	2.926E-08
82.8	61344584	210000	6.476E-07	1.096E-09	2.926E-08
83.1	61564440	219856	6.525E-07	1.09E-09	2.925E-08
83.4	61774440	210000	6.572E-07	1.095E-09	2.927E-08
83.7	61984440	210000	6.53E-07	1.093E-09	2.927E-08
84	62205696	221256	6.571E-07	1.099E-09	2.928E-08
84.3	62415696	210000	6.551E-07	1.092E-09	2.927E-08
84.6	62625696	210000	6.644E-07	1.102E-09	2.929E-08
84.9	62835696	210000	6.94E-07	1.103E-09	2.928E-08
85.2	63045696	210000	6.855E-07	1.106E-09	2.931E-08
85.5	63255696	210000	6.639E-07	1.09E-09	2.928E-08
85.8	63487704	232008	6.117E-07	1.094E-09	2.93E-08
86.1	63697704	210000	6.498E-07	1.103E-09	2.931E-08
86.4	63907704	210000	6.613E-07	1.109E-09	2.927E-08
86.7	64128624	220920	6.796E-07	1.129E-09	2.928E-08
87	64338624	210000	6.711E-07	1.133E-09	2.926E-08
87.3	64554952	216328	6.594E-07	1.13E-09	2.925E-08
87.6	64795696	240744	6.369E-07	1.125E-09	2.928E-08
87.9	65005696	210000	6.722E-07	1.137E-09	2.931E-08
88.2	65226672	220976	6.412E-07	1.125E-09	2.922E-08
88.5	65436672	210000	6.394E-07	1.118E-09	2.918E-08
88.8	65646672	210000	6.673E-07	1.116E-09	2.918E-08
89.1	65856672	210000	6.586E-07	1.12E-09	2.921E-08
89.4	66077704	221032	6.147E-07	1.115E-09	2.921E-08
89.7	66287704	210000	5.967E-07	1.12E-09	2.92E-08
90	66497704	210000	6.107E-07	1.119E-09	2.918E-08
90.3	66707704	210000	6.456E-07	1.128E-09	2.923E-08
90.6	66917704	210000	6.295E-07	1.135E-09	2.923E-08
90.9	67127704	210000	6.247E-07	1.142E-09	2.923E-08
91.2	67337704	210000	5.966E-07	1.142E-09	2.924E-08
91.5	67547704	210000	5.867E-07	1.147E-09	2.93E-08
91.8	67768064	220360	5.621E-07	1.152E-09	2.93E-08
92.1	67978064	210000	5.536E-07	1.139E-09	2.925E-08
92.4	68188064	210000	5.301E-07	1.142E-09	2.926E-08
92.7	68398064	210000	5.384E-07	1.138E-09	2.925E-08
93	68608064	210000	5.554E-07	1.132E-09	2.925E-08
93.3	68818064	210000	5.518E-07	1.138E-09	2.924E-08
93.6	69028064	210000	5.638E-07	1.14E-09	2.924E-08
93.9	69238064	210000	5.596E-07	1.145E-09	2.924E-08
94.2	69473768	235704	5.647E-07	1.154E-09	2.929E-08
94.5	69683768	210000	5.816E-07	1.153E-09	2.928E-08
94.8	69893768	210000	5.894E-07	1.153E-09	2.927E-08
95.1	70103768	210000	6.027E-07	1.156E-09	2.928E-08
95.4	70313768	210000	6.108E-07	1.161E-09	2.927E-08
95.7	70523768	210000	6.04E-07	1.159E-09	2.927E-08
96	70733768	210000	6.148E-07	1.162E-09	2.927E-08
96.3	70943768	210000	6.003E-07	1.162E-09	2.926E-08
96.6	71182440	238672	5.931E-07	1.177E-09	2.934E-08
96.9	71392440	210000	5.992E-07	1.174E-09	2.934E-08
97.2	71602440	210000	5.883E-07	1.175E-09	2.934E-08
97.5	71812440	210000	5.805E-07	1.176E-09	2.934E-08
97.8	72022440	210000	5.847E-07	1.177E-09	2.935E-08
98.1	72232440	210000	5.932E-07	1.175E-09	2.934E-08
98.4	72442440	210000	5.807E-07	1.175E-09	2.935E-08
98.7	72652440	210000	5.908E-07	1.175E-09	2.935E-08
99	73323432	670992	1.161E-06	3.509E-10	2.983E-08
99.3	73533432	210000	1.155E-06	3.499E-10	2.984E-08
99.6	73743432	210000	1.14E-06	3.581E-10	2.983E-08
99.9	73953432	210000	1.141E-06	3.528E-10	2.983E-08
100.2	74163432	210000	1.132E-06	3.523E-10	2.984E-08
100.5	74373432	210000	1.121E-06	3.53E-10	2.983E-08
100.8	74583432	210000	1.132E-06	3.506E-10	2.983E-08
101.1	74793432	210000	1.123E-06	3.517E-10	2.982E-08
101.4	75003432	210000	1.129E-06	3.511E-10	2.983E-08
101.7	76277376	1273944	2.808E-06	1.277E-09	1.758E-09
102	76487376	210000	2.809E-06	1.279E-09	1.76E-09
102.3	76697376	210000	2.811E-06	1.276E-09	1.759E-09
102.6	76907376	210000	2.818E-06	1.278E-09	1.767E-09
102.9	77117376	210000	2.823E-06	1.277E-09	1.763E-09
103.2	77327376	210000	2.823E-06	1.271E-09	1.759E-09
103.5	77537376	210000	2.824E-06	1.271E-09	1.758E-09
103.8	77747376	210000	2.831E-06	1.273E-09	1.766E-09
104.1	78969016	1221640	3.439E-06	2.98E-09	8.929E-09
104.4	79179016	210000	3.439E-06	2.979E-09	8.919E-09
104.7	79389016	210000	3.439E-06	2.976E-09	8.921E-09
105	79599016	210000	3.438E-06	2.982E-09	8.922E-09
105.3	79809016	210000	3.441E-06	2.985E-09	8.925E-09
105.6	80019016	210000	3.442E-06	2.982E-09	8.924E-09
105.9	80229016	210000	3.444E-06	2.982E-09	8.921E-09
106.2	80439016	210000	3.444E-06	2.98E-09	8.917E-09
106.5	81647608	1208592	3.982E-06	2.179E-09	5.342E-08
106.8	81857608	210000	3.988E-06	2.178E-09	5.341E-08
107.1	82067608	210000	3.988E-06	2.175E-09	5.34E-08
107.4	82277608	210000	3.988E-06	2.177E-09	5.341E-08
107.7	82487608	210000	3.986E-06	2.172E-09	5.341E-08
108	82697608	210000	3.986E-06	2.172E-09	5.341E-08
108.3	82907608	210000	3.985E-06	2.17E-09	5.341E-08
108.6	83117608	210000	3.99E-06	2.173E-09	5.341E-08
108.9	83327608	210000	3.989E-06	2.172E-09	5.341E-08
109.2	84515760	1188152	2.365E-06	1.827E-09	9.537E-08
109.5	84725760	210000	2.365E-06	1.828E-09	9.537E-08
109.8	84935760	210000	2.364E-06	1.829E-09	9.536E-08
110.1	85145760	210000	2.36E-06	1.827E-09	9.537E-08
110.4	85355760	210000	2.359E-06	1.828E-09	9.537E-08
110.7	85565760	210000	2.352E-06	1.826E-09	9.537E-08
111	85775760	210000	2.348E-06	1.826E-09	9.536E-08
111.3	85985760	210000	2.344E-06	1.823E-09	9.537E-08
111.6	87145128	1159368	2.573E-06	2.08E-09	1.379E-07
111.9	87355128	210000	2.572E-06	2.079E-09	1.379E-07
112.2	87576160	221032	2.568E-06	2.079E-09	1.378E-07
112.5	87786160	210000	2.57E-06	2.079E-09	1.378E-07
112.8	87996160	210000	2.573E-06	2.078E-09	1.379E-07
113.1	88206160	210000	2.574E-06	2.08E-09	1.379E-07
113.4	88416160	210000	2.573E-06	2.08E-09	1.378E-07
113.7	88626160	210000	2.572E-06	2.079E-09	1.379E-07
114	89758368	1132208	2.534E-06	1.097E-09	1.792E-07
114.3	89968368	210000	2.535E-06	1.096E-09	1.792E-07
114.6	90178368	210000	2.536E-06	1.097E-09	1.792E-07
114.9	90388368	210000	2.535E-06	1.099E-09	1.792E-07
115.2	90598368	210000	2.536E-06	1.098E-09	1.792E-07
115.5	90808368	210000	2.535E-06	1.099E-09	1.792E-07
115.8	91018368	210000	2.536E-06	1.1E-09	1.792E-07
116.1	91228368	210000	2.538E-06	1.099E-09	1.792E-07
116.4	92347080	1118712	2.414E-06	1.492E-09	2.37E-07
116.7	92557080	210000	2.412E-06	1.488E-09	2.37E-07
117	92767080	210000	2.415E-06	1.495E-09	2.37E-07
117.3	92977080	210000	2.415E-06	1.491E-09	2.37E-07
117.6	93187080	210000	2.416E-06	1.49E-09	2.37E-07
117.9	93397080	210000	2.415E-06	1.49E-09	2.37E-07
118.2	93607080	210000	2.414E-06	1.487E-09	2.37E-07
118.5	93817080	210000	2.412E-06	1.484E-09	2.37E-07
118.8	94027080	210000	2.41E-06	1.483E-09	2.37E-07
119.1	95138288	1111208	4.972E-06	1.741E-09	1.574E-07
119.4	95348288	210000	4.971E-06	1.743E-09	1.574E-07
119.7	95558288	210000	4.964E-06	1.741E-09	1.574E-07
120	95768288	210000	4.963E-06	1.74E-09	1.574E-07
120.3	95978288	210000	4.958E-06	1.737E-09	1.574E-07
120.6	96188288	210000	4.951E-06	1.734E-09	1.574E-07
120.9	96398288	210000	4.952E-06	1.734E-09	1.574E-07
121.2	96608288	210000	4.959E-06	1.738E-09	1.574E-07
121.5	97716136	1107848	2.598E-06	1.379E-09	2.352E-07
121.8	97926136	210000	2.599E-06	1.378E-09	2.352E-07
122.1	98136136	210000	2.597E-06	1.379E-09	2.352E-07
122.4	98346136	210000	2.598E-06	1.377E-09	2.352E-07
122.7	98556136	210000	2.594E-06	1.373E-09	2.352E-07
123	98766136	210000	2.596E-06	1.374E-09	2.352E-07
123.3	98976136	210000	2.596E-06	1.372E-09	2.352E-07
123.6	99186136	210000	2.592E-06	1.369E-09	2.352E-07
123.9	100306024	1119888	3.7E-06	1.053E-09	2.231E-07
124.2	100516024	210000	3.704E-06	1.057E-09	2.231E-07
124.5	100726024	210000	3.708E-06	1.058E-09	2.231E-07
124.8	100936024	210000	3.712E-06	1.06E-09	2.231E-07
125.1	101146024	210000	3.718E-06	1.062E-09	2.231E-07
125.4	101356024	210000	3.719E-06	1.064E-09	2.231E-07
125.7	101566024	210000	3.724E-06	1.068E-09	2.231E-07
126	101776024	210000	3.724E-06	1.07E-09	2.231E-07
126.3	102933208	1157184	3.07E-06	5.51E-10	2.554E-07
126.6	103143208	210000	3.07E-06	5.482E-10	2.554E-07
126.9	103353208	210000	3.071E-06	5.521E-10	2.554E-07
127.2	103563208	210000	3.069E-06	5.497E-10	2.554E-07
127.5	103773208	210000	3.078E-06	5.549E-10	2.554E-07
127.8	103983208	210000	3.072E-06	5.537E-10	2.554E-07
128.1	104193208	210000	3.072E-06	5.533E-10	2.554E-07
