#./test/main/nbody-simulation --engine=block \
#--solver=adams --stars_count=256 --verbose=1 --block_size=32 --max_time=300 \
#--max_step=1e-6 \
#--min_step=1e-9 \
#--check_step=0.3 \
#--dump_step=0.03 \
#--rank=5 \
#--starter_solver=rkdp \
#--check_list=PLVE \
#--output=nbody/512-300-1e-6-adams 2>nbody512-300-1e-6-adams.txt
T	CC	SC	dP	dL	dE
0.3	300042	300042	0	0	0
0.6	600042	300000	9.878E-10	1.118E-11	7.19E-12
0.9	900042	300000	1.774E-08	1.375E-11	7.027E-12
1.2	1200042	300000	2.899E-08	1.723E-11	1.09E-11
1.5	1500042	300000	4.599E-08	2.972E-11	7.393E-12
1.8	1800042	300000	3.704E-08	3.586E-11	1.139E-11
2.1	2100042	300000	3.602E-08	3.374E-11	1.597E-11
2.4	2400042	300000	5.868E-08	3.363E-11	7.515E-12
2.7	2700042	300000	5.741E-08	3.512E-11	1.316E-11
3	3000042	300000	3.121E-08	2.79E-11	9.063E-12
3.3	3300042	300000	1.753E-08	2.536E-11	6.66E-12
3.6	3600042	300000	1.331E-08	2.317E-11	6.395E-12
3.9	3900042	300000	9.438E-09	2.11E-11	5.866E-12
4.2	4200042	300000	2.066E-08	2.741E-11	2.444E-13
4.5	4500042	300000	2.183E-08	3.217E-11	3.951E-12
4.8	4800042	300000	5.383E-08	4.554E-11	1.528E-12
5.1	5100042	300000	5.994E-08	5.54E-11	8.534E-12
5.4	5400042	300000	2.916E-08	3.235E-11	7.617E-12
5.7	5700042	300000	1.682E-08	3.619E-11	1.238E-11
6	6000042	300000	2.62E-08	4.188E-11	1.051E-11
6.3	6300042	300000	3.727E-08	2.506E-11	1.434E-11
6.6	6600042	300000	3.47E-08	2.404E-11	1.629E-11
6.9	6900042	300000	3.87E-08	2.355E-11	1.568E-11
7.2	7200042	300000	4.718E-08	2.887E-11	1.481E-11
7.5	7500042	300000	5.608E-08	2.655E-11	2.363E-11
7.8	7800042	300000	5.387E-08	2.869E-11	2.071E-11
8.1	8100042	300000	6.444E-08	3.719E-11	1.627E-11
8.4	8400042	300000	6.771E-08	3.704E-11	1.967E-11
8.7	8700042	300000	6.724E-08	3.497E-11	1.762E-11
9	9000042	300000	6.774E-08	4.089E-11	1.022E-11
9.3	9300042	300000	6.987E-08	4.056E-11	4.603E-12
9.6	9600042	300000	8.809E-08	4.536E-11	1.91E-11
9.9	9900042	300000	8.412E-08	4.695E-11	1.644E-11
10.2	10200042	300000	7.963E-08	4.379E-11	1.136E-11
10.5	10500042	300000	9.027E-08	4.897E-11	1.8E-11
10.8	10800042	300000	8.046E-08	4.656E-11	2.194E-11
11.1	11100042	300000	7.488E-08	4.203E-11	2.468E-11
11.4	11400042	300000	8.178E-08	4.473E-11	3.312E-11
11.7	11700042	300000	7.73E-08	4.69E-11	3.849E-11
12	12000042	300000	7.382E-08	3.75E-11	3.293E-11
12.3	12300042	300000	7.72E-08	4.087E-11	4.568E-11
12.6	12600042	300000	6.646E-08	4.664E-11	4.601E-11
12.9	12900042	300000	7.071E-08	4.103E-11	4.242E-11
13.2	13200042	300000	7.27E-08	3.796E-11	3.589E-11
13.5	13500042	300000	8.115E-08	6.484E-11	3.422E-11
13.8	13800042	300000	8.607E-08	5.209E-11	2.972E-11
14.1	14100042	300000	8.951E-08	4.754E-11	3.34E-11
14.4	14400042	300000	1.011E-07	4.974E-11	3.469E-11
14.7	14700042	300000	1.009E-07	9.211E-11	1.837E-11
15	15000042	300000	9.142E-08	8.01E-11	1.458E-11
15.3	15300042	300000	9.979E-08	7.915E-11	1.548E-11
15.6	15600042	300000	9.502E-08	7.913E-11	7.067E-12
15.9	15900042	300000	1.09E-07	8.935E-11	1.008E-11
16.2	16200042	300000	1.075E-07	7.653E-11	2.79E-12
16.5	16500042	300000	1.084E-07	9.723E-11	1.018E-13
16.8	16800042	300000	1.187E-07	9.467E-11	7.23E-12
17.1	17100042	300000	1.247E-07	9.761E-11	3.462E-13
17.4	17400042	300000	1.349E-07	8.68E-11	3.76E-11
17.7	17700042	300000	1.087E-07	1.123E-10	3.479E-11
18	18000042	300000	1.213E-07	1.268E-10	4.31E-11
18.3	18300042	300000	1.182E-07	1.485E-10	3.593E-11
18.6	18600042	300000	1.122E-07	1.502E-10	2.517E-11
18.9	18900042	300000	1.093E-07	1.543E-10	2.87E-11
19.2	19200042	300000	1.301E-07	2.137E-10	3.874E-11
19.5	19500042	300000	1.147E-07	1.937E-10	5.923E-11
19.8	19800042	300000	1.052E-07	1.796E-10	7.544E-11
20.1	20100042	300000	1.051E-07	1.897E-10	9.167E-11
20.4	20400042	300000	1.21E-07	1.813E-10	6.269E-11
20.7	20700042	300000	1.208E-07	1.477E-10	4.037E-11
21	21000042	300000	1.376E-07	1.259E-10	2.98E-11
21.3	21300042	300000	1.215E-07	1.18E-10	2.961E-11
21.6	21600042	300000	1.302E-07	1.138E-10	1.943E-11
21.9	21900042	300000	1.492E-07	1.149E-10	4.501E-12
22.2	22200042	300000	1.974E-07	1.377E-10	3.393E-11
22.5	22500042	300000	1.42E-07	1.551E-10	2.479E-07
22.8	22800042	300000	1.171E-07	1.573E-10	2.479E-07
23.1	23100042	300000	1.315E-07	1.629E-10	2.479E-07
23.4	23400042	300000	1.115E-07	1.778E-10	2.479E-07
23.7	23700042	300000	1.004E-07	1.816E-10	2.479E-07
24	24000042	300000	9.517E-08	1.681E-10	2.479E-07
24.3	24300042	300000	9.82E-08	1.536E-10	2.479E-07
24.6	24600042	300000	8.549E-08	1.745E-10	2.48E-07
24.9	24900042	300000	8.668E-08	1.787E-10	2.479E-07
25.2	25200042	300000	8.091E-08	1.895E-10	2.479E-07
25.5	25500042	300000	7.88E-08	1.617E-10	2.479E-07
25.8	25800042	300000	5.38E-08	1.187E-10	1.089E-05
26.1	26100042	300000	1.447E-07	9.845E-11	1.089E-05
26.4	26400042	300000	9.607E-08	1.206E-10	1.089E-05
26.7	26700042	300000	1.116E-07	1.455E-10	1.089E-05
27	27000042	300000	1.046E-07	1.461E-10	1.089E-05
27.3	27300042	300000	4.33E-08	1.714E-10	1.089E-05
27.6	27600042	300000	4.983E-08	2.062E-10	1.089E-05
27.9	27900042	300000	3.309E-08	1.963E-10	1.089E-05
28.2	28200042	300000	6.103E-08	1.694E-10	1.089E-05
28.5	28500042	300000	6.845E-08	1.835E-10	1.089E-05
28.8	28800042	300000	6.088E-08	1.97E-10	1.089E-05
29.1	29100042	300000	5.006E-08	1.684E-10	1.089E-05
29.4	29400042	300000	6.999E-08	1.938E-10	1.089E-05
29.7	29700042	300000	9.696E-09	2.067E-10	1.089E-05
30	30000042	300000	1.801E-08	2.416E-10	1.089E-05
30.3	30300042	300000	7.891E-08	2.054E-10	1.089E-05
30.6	30600042	300000	6.506E-08	2.053E-10	1.089E-05
30.9	30900042	300000	1.998E-07	1.993E-10	1.089E-05
31.2	31200042	300000	1.666E-07	2.026E-10	1.089E-05
31.5	31500042	300000	1.902E-07	1.744E-10	1.089E-05
31.8	31800042	300000	3.112E-07	1.867E-10	1.089E-05
32.1	32100042	300000	3.599E-07	1.756E-10	1.089E-05
32.4	32400042	300000	2.91E-07	1.624E-10	1.089E-05
32.7	32700042	300000	2.425E-07	1.126E-10	1.089E-05
33	33000042	300000	2.817E-07	1.122E-10	1.089E-05
33.3	33300042	300000	2.299E-07	1.371E-10	1.089E-05
33.6	33600042	300000	2.911E-07	1.335E-10	1.089E-05
33.9	33900042	300000	3.5E-07	1.614E-10	1.09E-05
34.2	34200042	300000	3.588E-07	1.483E-10	1.09E-05
34.5	34500042	300000	3.693E-07	2.135E-10	1.09E-05
34.8	34800042	300000	3.703E-07	2.09E-10	1.09E-05
35.1	35100042	300000	3.941E-07	2.162E-10	1.09E-05
35.4	35400042	300000	3.982E-07	1.859E-10	1.09E-05
35.7	35700042	300000	4.039E-07	2.072E-10	1.09E-05
36	36000042	300000	4.187E-07	2.192E-10	1.091E-05
36.3	36300042	300000	4.336E-07	2.461E-10	1.091E-05
36.6	36600042	300000	3.804E-07	2.338E-10	1.091E-05
36.9	36900042	300000	3.5E-07	2.189E-10	1.091E-05
37.2	37200042	300000	3.649E-07	3.359E-10	0.0004435
37.5	37500042	300000	3.928E-07	3.342E-10	0.0004435
37.8	37800042	300000	3.856E-07	3.405E-10	0.0004435
38.1	38100042	300000	3.63E-07	3.346E-10	0.0004435
38.4	38400042	300000	3.411E-07	3.354E-10	0.0004435
38.7	38700042	300000	3.359E-07	3.243E-10	0.0004435
39	39000042	300000	3.132E-07	2.973E-10	0.0004435
39.3	39300042	300000	2.984E-07	2.946E-10	0.0004435
39.6	39600042	300000	3.004E-07	2.802E-10	0.0004435
39.9	39900042	300000	3.117E-07	2.813E-10	0.0004435
40.2	40200042	300000	3.366E-07	2.962E-10	0.0004435
40.5	40500042	300000	3.698E-07	3.106E-10	0.0004435
40.8	40800042	300000	3.539E-07	2.989E-10	0.0004468
41.1	41100042	300000	3.687E-07	3.031E-10	0.0004468
41.4	41400042	300000	3.757E-07	3.235E-10	0.0004468
41.7	41700042	300000	3.831E-07	3.307E-10	0.0004468
42	42000042	300000	3.844E-07	3.309E-10	0.0004468
42.3	42300042	300000	3.761E-07	3.381E-10	0.0004468
42.6	42600042	300000	3.666E-07	3.364E-10	0.0004468
42.9	42900042	300000	3.557E-07	3.139E-10	0.0004468
43.2	43200042	300000	3.543E-07	2.9E-10	0.0004468
43.5	43500042	300000	3.574E-07	2.983E-10	0.0004468
43.8	43800042	300000	3.516E-07	2.885E-10	0.0004468
44.1	44100042	300000	3.377E-07	2.842E-10	0.0004468
44.4	44400042	300000	3.093E-07	2.653E-10	0.0004468
44.7	44700042	300000	3.257E-07	2.706E-10	0.0004469
45	45000042	300000	3.337E-07	2.867E-10	0.0004469
45.3	45300042	300000	3.55E-07	2.992E-10	0.0004469
45.6	45600042	300000	3.558E-07	2.82E-10	0.0004469
45.9	45900042	300000	3.43E-07	2.658E-10	0.0004469
46.2	46200042	300000	3.553E-07	2.7E-10	0.0004469
46.5	46500042	300000	3.381E-07	2.647E-10	0.0004469
46.8	46800042	300000	3.347E-07	2.691E-10	0.0004469
47.1	47100042	300000	3.287E-07	2.614E-10	0.0004469
47.4	47400042	300000	3.323E-07	2.68E-10	0.0004469
47.7	47700042	300000	3.543E-07	2.794E-10	0.0004469
48	48000042	300000	3.612E-07	2.864E-10	0.0004469
48.3	48300042	300000	3.849E-07	3.014E-10	0.0004469
48.6	48600042	300000	4.139E-07	2.95E-10	0.0004469
48.9	48900042	300000	4.112E-07	2.871E-10	0.0004469
49.2	49200042	300000	4.196E-07	2.879E-10	0.0004469
49.5	49500042	300000	4.159E-07	2.831E-10	0.0004469
49.8	49800042	300000	4.273E-07	2.853E-10	0.0004469
50.1	50100042	300000	4.194E-07	2.858E-10	0.0004469
50.4	50400042	300000	4.25E-07	2.878E-10	0.0004469
50.7	50700042	300000	4.228E-07	2.956E-10	0.0004469
51	51000042	300000	4.164E-07	2.985E-10	0.0004469
51.3	51300042	300000	4.199E-07	2.951E-10	0.0004469
51.6	51600042	300000	4.204E-07	2.906E-10	0.0004469
51.9	51900042	300000	4.231E-07	2.843E-10	0.000447
52.2	52200042	300000	4.276E-07	2.909E-10	0.000447
52.5	52500042	300000	4.505E-07	2.939E-10	0.000447
52.8	52800042	300000	4.636E-07	3.021E-10	0.000447
53.1	53100042	300000	4.566E-07	2.994E-10	0.000447
53.4	53400042	300000	4.515E-07	3.089E-10	0.000447
53.7	53700042	300000	4.793E-07	3.232E-10	0.000447
54	54000042	300000	4.792E-07	3.279E-10	0.000447
54.3	54300042	300000	4.831E-07	3.326E-10	0.000447
54.6	54600042	300000	4.6E-07	3.148E-10	0.000447
54.9	54900042	300000	4.618E-07	3.149E-10	0.000447
55.2	55200042	300000	4.616E-07	3.159E-10	0.000447
55.5	55500042	300000	4.69E-07	3.185E-10	0.000447
55.8	55800042	300000	4.674E-07	3.146E-10	0.000447
56.1	56100042	300000	4.585E-07	3.131E-10	0.000447
56.4	56400042	300000	4.536E-07	3.125E-10	0.000447
56.7	56700042	300000	4.439E-07	3.16E-10	0.000447
57	57000042	300000	4.437E-07	3.102E-10	0.000447
57.3	57300042	300000	4.311E-07	3.117E-10	0.000447
57.6	57600042	300000	4.287E-07	3.114E-10	0.000447
57.9	57900042	300000	4.377E-07	3.124E-10	0.000447
58.2	58200042	300000	4.322E-07	3.083E-10	0.000447
58.5	58500042	300000	4.333E-07	3.063E-10	0.000447
58.8	58800042	300000	4.446E-07	3.058E-10	0.000447
59.1	59100042	300000	4.377E-07	3.051E-10	0.000447
59.4	59400042	300000	4.477E-07	3.054E-10	0.000447
59.7	59700042	300000	4.602E-07	3.045E-10	0.000447
60	60000042	300000	4.672E-07	3.071E-10	0.000447
60.3	60300042	300000	4.619E-07	3.072E-10	0.000447
60.6	60600042	300000	4.667E-07	3.075E-10	0.000447
60.9	60900042	300000	4.78E-07	3.131E-10	0.000447
61.2	61200042	300000	4.763E-07	3.118E-10	0.000447
61.5	61500042	300000	4.586E-07	3.113E-10	0.000447
61.8	61800042	300000	4.672E-07	3.196E-10	0.000447
62.1	62100042	300000	4.697E-07	3.187E-10	0.000447
62.4	62400042	300000	4.823E-07	3.262E-10	0.000447
62.7	62700042	300000	4.956E-07	3.333E-10	0.000447
63	63000042	300000	5.001E-07	3.357E-10	0.000447
63.3	63300042	300000	5.014E-07	3.373E-10	0.000447
63.6	63600042	300000	5.079E-07	3.443E-10	0.000447
63.9	63900042	300000	5.207E-07	3.443E-10	0.000447
64.2	64200042	300000	5.212E-07	3.452E-10	0.000447
64.5	64500042	300000	5.266E-07	3.497E-10	0.000447
64.8	64800042	300000	5.241E-07	3.494E-10	0.000447
65.1	65100042	300000	5.257E-07	3.484E-10	0.000447
65.4	65400042	300000	5.136E-07	3.486E-10	0.000447
65.7	65700042	300000	5.113E-07	3.498E-10	0.000447
66	66000042	300000	5.206E-07	3.487E-10	0.000447
66.3	66300042	300000	5.242E-07	3.491E-10	0.000447
66.6	66600042	300000	5.305E-07	3.573E-10	0.000447
66.9	66900042	300000	5.338E-07	3.672E-10	0.000447
67.2	67200042	300000	5.36E-07	3.661E-10	0.000447
67.5	67500042	300000	5.44E-07	3.717E-10	0.000447
67.8	67800042	300000	5.487E-07	3.705E-10	0.000447
68.1	68100042	300000	5.427E-07	3.628E-10	0.000447
68.4	68400042	300000	5.58E-07	3.716E-10	0.000447
68.7	68700042	300000	5.722E-07	3.823E-10	0.000447
69	69000042	300000	5.774E-07	3.898E-10	0.000447
69.3	69300042	300000	5.929E-07	3.972E-10	0.000447
69.6	69600042	300000	5.698E-07	3.835E-10	0.000447
69.9	69900042	300000	5.702E-07	3.862E-10	0.000447
70.2	70200042	300000	5.748E-07	3.915E-10	0.000447
70.5	70500042	300000	5.767E-07	4.118E-10	0.000447
70.8	70800042	300000	5.793E-07	4.075E-10	0.000447
71.1	71100042	300000	5.849E-07	4.016E-10	0.000447
71.4	71400042	300000	5.796E-07	4.087E-10	0.000447
71.7	71700042	300000	6.025E-07	4.34E-10	0.000447
72	72000042	300000	6.048E-07	4.391E-10	0.000447
72.3	72300042	300000	6.162E-07	4.514E-10	0.000447
72.6	72600042	300000	6.253E-07	4.546E-10	0.000447
72.9	72900042	300000	6.299E-07	4.248E-10	0.000447
73.2	73200042	300000	6.243E-07	4.13E-10	0.000447
73.5	73500042	300000	6.172E-07	3.854E-10	0.000447
73.8	73800042	300000	6.16E-07	3.776E-10	0.000447
74.1	74100042	300000	6.229E-07	3.885E-10	0.000447
74.4	74400042	300000	6.262E-07	3.982E-10	0.000447
74.7	74700042	300000	6.323E-07	3.965E-10	0.000447
75	75000042	300000	6.505E-07	4.078E-10	0.000447
75.3	75300042	300000	6.578E-07	4.038E-10	0.000447
75.6	75600042	300000	6.589E-07	4.099E-10	0.000447
75.9	75900042	300000	6.738E-07	4.004E-10	0.000447
76.2	76200042	300000	6.837E-07	4.048E-10	0.000447
76.5	76500042	300000	6.614E-07	4.566E-10	0.000447
76.8	76800042	300000	6.368E-07	4.555E-10	0.000447
