#./test/main/nbody-simulation --engine=block \
#--solver=adams --stars_count=256 --verbose=1 --block_size=32 --max_time=300 \
#--max_step=1e-6 \
#--min_step=1e-9 \
#--check_step=0.3 \
#--dump_step=0.03 \
#--rank=5 \
#--starter_solver=rkdp \
#--check_list=PLVE \
#--output=nbody/512-300-1e-6-adams 2>nbody512-300-1e-6-adams.txt
T	CC	SC	dP	dL	dE
216	216000042	300000	1.285E-06	9.488E-06	28.4
216.3	216300042	300000	1.283E-06	9.488E-06	28.4
216.6	216600042	300000	1.283E-06	9.488E-06	28.4
216.9	216900042	300000	1.285E-06	9.488E-06	28.4
217.2	217200042	300000	1.298E-06	9.488E-06	28.4
217.5	217500042	300000	1.321E-06	9.488E-06	28.4
217.8	217800042	300000	1.319E-06	9.488E-06	28.4
218.1	218100042	300000	1.325E-06	9.488E-06	28.4
218.4	218400042	300000	1.317E-06	9.488E-06	28.4
218.7	218700042	300000	1.315E-06	9.488E-06	28.4
219	219000042	300000	1.322E-06	9.488E-06	28.4
219.3	219300042	300000	1.324E-06	9.488E-06	28.4
219.6	219600042	300000	1.338E-06	9.488E-06	28.4
219.9	219900042	300000	1.33E-06	9.488E-06	28.4
220.2	220200042	300000	1.326E-06	9.488E-06	28.4
220.5	220500042	300000	1.335E-06	9.488E-06	28.4
220.8	220800042	300000	1.327E-06	9.488E-06	28.4
221.1	221100042	300000	1.344E-06	9.488E-06	28.4
221.4	221400042	300000	1.343E-06	9.488E-06	28.4
221.7	221700042	300000	1.335E-06	9.488E-06	28.4
222	222000042	300000	1.325E-06	9.488E-06	28.4
222.3	222300042	300000	1.33E-06	9.488E-06	28.4
222.6	222600042	300000	1.329E-06	9.488E-06	28.4
222.9	222900042	300000	1.33E-06	9.488E-06	28.4
223.2	223200042	300000	1.328E-06	9.488E-06	28.4
223.5	223500042	300000	1.334E-06	9.488E-06	28.4
223.8	223800042	300000	1.325E-06	9.487E-06	28.4
224.1	224100042	300000	1.331E-06	9.488E-06	28.4
224.4	224400042	300000	1.33E-06	9.488E-06	28.4
224.7	224700042	300000	1.32E-06	9.488E-06	28.4
225	225000042	300000	1.313E-06	9.487E-06	28.4
225.3	225300042	300000	1.322E-06	9.488E-06	28.4
225.6	225600042	300000	1.321E-06	9.487E-06	28.4
225.9	225900042	300000	1.311E-06	9.487E-06	28.4
226.2	226200042	300000	1.311E-06	9.487E-06	28.4
226.5	226500042	300000	1.313E-06	9.487E-06	28.4
226.8	226800042	300000	1.303E-06	9.488E-06	28.4
227.1	227100042	300000	1.3E-06	9.489E-06	28.4
227.4	227400042	300000	1.313E-06	9.488E-06	28.4
227.7	227700042	300000	1.302E-06	9.488E-06	28.4
228	228000042	300000	1.312E-06	9.488E-06	28.4
228.3	228300042	300000	1.315E-06	9.486E-06	28.4
228.6	228600042	300000	1.321E-06	9.486E-06	28.4
228.9	228900042	300000	1.285E-06	9.487E-06	28.4
229.2	229200042	300000	1.303E-06	9.488E-06	28.4
229.5	229500042	300000	1.272E-06	9.488E-06	28.4
229.8	229800042	300000	1.279E-06	9.487E-06	28.4
230.1	230100042	300000	1.272E-06	9.488E-06	28.4
230.4	230400042	300000	1.256E-06	9.488E-06	28.4
230.7	230700042	300000	1.267E-06	9.487E-06	28.4
231	231000042	300000	1.263E-06	9.488E-06	28.4
231.3	231300042	300000	1.279E-06	9.489E-06	28.4
231.6	231600042	300000	1.274E-06	9.489E-06	28.4
231.9	231900042	300000	1.293E-06	9.489E-06	28.4
232.2	232200042	300000	1.314E-06	9.489E-06	28.4
232.5	232500042	300000	1.32E-06	9.486E-06	28.4
232.8	232800042	300000	1.314E-06	9.486E-06	28.4
233.1	233100042	300000	1.309E-06	9.486E-06	28.4
233.4	233400042	300000	1.292E-06	9.485E-06	28.4
233.7	233700042	300000	1.325E-06	9.487E-06	28.4
234	234000042	300000	1.296E-06	9.486E-06	28.4
234.3	234300042	300000	1.298E-06	9.486E-06	28.4
234.599999	234600042	300000	1.288E-06	9.486E-06	28.4
234.899999	234900042	300000	1.298E-06	9.486E-06	28.4
235.199999	235200042	300000	1.285E-06	9.488E-06	28.4
235.499999	235500042	300000	1.263E-06	9.488E-06	28.4
235.799999	235800042	300000	1.278E-06	9.489E-06	28.4
236.099999	236100042	300000	1.29E-06	9.491E-06	28.4
236.399999	236400042	300000	1.297E-06	9.493E-06	28.4
236.699999	236700042	300000	1.292E-06	9.493E-06	28.4
236.999999	237000042	300000	1.288E-06	9.492E-06	28.4
237.299999	237300042	300000	1.295E-06	9.49E-06	28.4
237.599999	237600042	300000	1.289E-06	9.489E-06	28.4
237.899999	237900042	300000	1.302E-06	9.486E-06	28.4
238.199999	238200042	300000	1.295E-06	9.484E-06	28.4
238.499999	238500042	300000	1.254E-06	9.484E-06	28.4
238.799999	238800042	300000	1.259E-06	9.483E-06	28.4
239.099999	239100042	300000	1.254E-06	9.484E-06	28.4
239.399999	239400042	300000	1.224E-06	9.482E-06	28.4
239.699999	239700042	300000	1.221E-06	9.481E-06	28.4
239.999999	240000042	300000	1.217E-06	9.479E-06	28.4
240.299999	240300042	300000	1.214E-06	9.478E-06	28.4
240.599999	240600042	300000	1.278E-06	9.476E-06	28.4
240.899999	240900042	300000	1.273E-06	9.479E-06	28.4
241.199999	241200042	300000	1.261E-06	9.483E-06	28.4
241.499999	241500042	300000	1.263E-06	9.48E-06	28.4
241.799999	241800042	300000	1.281E-06	9.479E-06	28.4
242.099999	242100042	300000	1.253E-06	9.48E-06	28.4
242.399999	242400042	300000	1.247E-06	9.48E-06	28.4
242.699999	242700042	300000	1.236E-06	9.482E-06	28.4
242.999999	243000042	300000	1.23E-06	9.483E-06	28.4
243.299999	243300042	300000	1.226E-06	9.485E-06	28.4
243.599999	243600042	300000	1.227E-06	9.489E-06	28.4
243.899999	243900042	300000	1.233E-06	9.49E-06	28.4
244.199999	244200042	300000	1.238E-06	9.49E-06	28.4
244.499999	244500042	300000	1.228E-06	9.493E-06	28.4
244.799999	244800042	300000	1.227E-06	9.494E-06	28.4
245.099999	245100042	300000	1.243E-06	9.495E-06	28.4
245.399999	245400042	300000	1.248E-06	9.495E-06	28.4
245.699999	245700042	300000	1.236E-06	9.492E-06	28.4
245.999999	246000042	300000	1.24E-06	9.492E-06	28.4
246.299999	246300042	300000	1.232E-06	9.493E-06	28.4
246.599999	246600042	300000	1.229E-06	9.493E-06	28.4
246.899999	246900042	300000	1.239E-06	9.495E-06	28.4
247.199999	247200042	300000	1.234E-06	9.491E-06	28.4
247.499999	247500042	300000	1.233E-06	9.487E-06	28.4
247.799999	247800042	300000	1.212E-06	9.485E-06	28.4
248.099999	248100042	300000	1.215E-06	9.482E-06	28.4
248.399999	248400042	300000	1.194E-06	9.481E-06	28.4
248.699999	248700042	300000	1.211E-06	9.48E-06	28.4
248.999999	249000042	300000	1.215E-06	9.483E-06	28.4
249.299999	249300042	300000	1.212E-06	9.484E-06	28.4
249.599999	249600042	300000	1.206E-06	9.485E-06	28.4
249.899999	249900042	300000	1.187E-06	9.488E-06	28.4
250.199999	250200042	300000	1.187E-06	9.489E-06	28.4
250.499999	250500042	300000	1.192E-06	9.489E-06	28.4
250.799999	250800042	300000	1.184E-06	9.489E-06	28.4
251.099999	251100042	300000	1.183E-06	9.487E-06	28.4
251.399999	251400042	300000	1.165E-06	9.487E-06	28.4
251.699999	251700042	300000	1.168E-06	9.487E-06	28.4
251.999999	252000042	300000	1.158E-06	9.483E-06	28.4
252.299999	252300042	300000	1.157E-06	9.479E-06	28.4
252.599999	252600042	300000	1.168E-06	9.475E-06	28.4
252.899999	252900042	300000	1.16E-06	9.475E-06	28.4
253.199999	253200042	300000	1.176E-06	9.478E-06	28.4
253.499999	253500042	300000	1.186E-06	9.481E-06	28.4
253.799999	253800042	300000	1.191E-06	9.483E-06	28.4
254.099999	254100042	300000	1.194E-06	9.48E-06	28.4
254.399999	254400042	300000	1.19E-06	9.475E-06	28.4
254.699999	254700042	300000	1.176E-06	9.467E-06	28.4
254.999999	255000042	300000	1.169E-06	9.462E-06	28.4
255.299999	255300042	300000	1.176E-06	9.457E-06	28.4
255.599999	255600042	300000	1.18E-06	9.454E-06	28.4
255.899999	255900042	300000	1.181E-06	9.453E-06	28.4
256.199999	256200042	300000	1.176E-06	9.455E-06	28.4
256.499999	256500042	300000	1.163E-06	9.454E-06	28.4
256.799999	256800042	300000	1.158E-06	9.452E-06	28.4
257.099999	257100042	300000	1.164E-06	9.452E-06	28.4
257.399999	257400042	300000	1.167E-06	9.454E-06	28.4
257.699999	257700042	300000	1.169E-06	9.455E-06	28.4
257.999999	258000042	300000	1.174E-06	9.455E-06	28.4
258.299999	258300042	300000	1.182E-06	9.456E-06	28.4
258.599999	258600042	300000	1.19E-06	9.458E-06	28.4
258.899999	258900042	300000	1.195E-06	9.461E-06	28.4
259.199999	259200042	300000	1.193E-06	9.462E-06	28.4
259.499999	259500042	300000	1.185E-06	9.462E-06	28.4
259.799999	259800042	300000	1.185E-06	9.461E-06	28.4
260.099999	260100042	300000	1.181E-06	9.46E-06	28.4
260.399999	260400042	300000	1.183E-06	9.464E-06	28.4
260.699999	260700042	300000	1.188E-06	9.466E-06	28.4
260.999999	261000042	300000	1.204E-06	9.468E-06	28.4
261.299999	261300042	300000	1.215E-06	9.468E-06	28.4
261.599999	261600042	300000	1.22E-06	9.467E-06	28.4
261.899999	261900042	300000	1.23E-06	9.468E-06	28.4
262.199999	262200042	300000	1.236E-06	9.469E-06	28.4
262.499999	262500042	300000	1.229E-06	9.467E-06	28.4
262.799999	262800042	300000	1.195E-06	9.468E-06	28.4
263.099999	263100042	300000	1.17E-06	9.469E-06	28.4
263.399999	263400042	300000	1.229E-06	9.469E-06	28.4
263.699999	263700042	300000	1.268E-06	9.472E-06	28.4
263.999999	264000042	300000	1.222E-06	9.476E-06	28.4
264.299999	264300042	300000	1.295E-06	9.48E-06	28.4
264.599999	264600042	300000	1.452E-06	9.486E-06	28.4
264.899999	264900042	300000	1.456E-06	9.489E-06	28.4
265.199999	265200042	300000	1.448E-06	9.493E-06	28.4
265.499999	265500042	300000	1.433E-06	9.499E-06	28.4
265.799999	265800042	300000	1.328E-06	9.507E-06	28.4
266.099999	266100042	300000	1.293E-06	9.512E-06	28.4
266.399999	266400042	300000	1.336E-06	9.515E-06	28.4
266.699999	266700042	300000	1.32E-06	9.515E-06	28.4
266.999999	267000042	300000	1.337E-06	9.516E-06	28.4
267.299999	267300042	300000	1.317E-06	9.518E-06	28.4
267.599999	267600042	300000	1.299E-06	9.52E-06	28.4
267.899999	267900042	300000	1.32E-06	9.524E-06	28.4
268.199999	268200042	300000	1.33E-06	9.524E-06	28.4
268.499999	268500042	300000	1.321E-06	9.525E-06	28.4
268.799999	268800042	300000	1.347E-06	9.527E-06	28.4
269.099999	269100042	300000	1.366E-06	9.529E-06	28.4
269.399999	269400042	300000	1.378E-06	9.535E-06	28.4
269.699999	269700042	300000	1.38E-06	9.541E-06	28.4
269.999999	270000042	300000	1.383E-06	9.545E-06	28.4
270.299999	270300042	300000	1.397E-06	9.548E-06	28.4
270.599999	270600042	300000	1.39E-06	9.554E-06	28.4
270.899999	270900042	300000	1.403E-06	9.56E-06	28.4
271.199999	271200042	300000	1.402E-06	9.561E-06	28.4
271.499999	271500042	300000	1.396E-06	9.554E-06	28.4
271.799999	271800042	300000	1.384E-06	9.542E-06	28.4
272.099999	272100042	300000	1.398E-06	9.531E-06	28.4
272.399999	272400042	300000	1.388E-06	9.521E-06	28.4
272.699999	272700042	300000	1.381E-06	9.514E-06	28.4
272.999999	273000042	300000	1.38E-06	9.512E-06	28.4
273.299999	273300042	300000	1.374E-06	9.514E-06	28.4
273.599999	273600042	300000	1.383E-06	9.514E-06	28.4
273.899999	273900042	300000	1.396E-06	9.518E-06	28.4
274.199999	274200042	300000	1.386E-06	9.523E-06	28.4
274.499999	274500042	300000	1.39E-06	9.522E-06	28.4
274.799999	274800042	300000	1.392E-06	9.521E-06	28.4
275.099999	275100042	300000	1.391E-06	9.52E-06	28.4
275.399999	275400042	300000	1.407E-06	9.516E-06	28.4
275.699999	275700042	300000	1.435E-06	9.514E-06	28.4
275.999999	276000042	300000	1.47E-06	9.512E-06	28.4
276.299999	276300042	300000	1.498E-06	9.505E-06	28.4
276.599999	276600042	300000	1.523E-06	9.499E-06	28.4
276.899999	276900042	300000	1.513E-06	9.495E-06	28.4
277.199999	277200042	300000	1.509E-06	9.491E-06	28.4
277.499999	277500042	300000	1.499E-06	9.487E-06	28.4
277.799999	277800042	300000	1.497E-06	9.486E-06	28.4
278.099999	278100042	300000	1.49E-06	9.48E-06	28.4
278.399999	278400042	300000	1.471E-06	9.473E-06	28.4
278.699999	278700042	300000	1.453E-06	9.462E-06	28.4
278.999999	279000042	300000	1.442E-06	9.451E-06	28.4
279.299999	279300042	300000	1.455E-06	9.442E-06	28.4
279.599999	279600042	300000	1.443E-06	9.434E-06	28.4
279.899999	279900042	300000	1.427E-06	9.427E-06	28.4
280.199999	280200042	300000	1.398E-06	9.42E-06	28.4
280.499999	280500042	300000	1.4E-06	9.415E-06	28.4
280.799999	280800042	300000	1.391E-06	9.413E-06	28.4
281.099999	281100042	300000	1.391E-06	9.41E-06	28.4
281.399999	281400042	300000	1.378E-06	9.406E-06	28.4
281.699999	281700042	300000	1.374E-06	9.4E-06	28.4
281.999999	282000042	300000	1.359E-06	9.394E-06	28.4
282.299999	282300042	300000	1.374E-06	9.387E-06	28.4
282.599999	282600042	300000	1.375E-06	9.381E-06	28.4
282.899999	282900042	300000	1.376E-06	9.375E-06	28.4
283.199999	283200042	300000	1.385E-06	9.368E-06	28.4
283.499999	283500042	300000	1.361E-06	9.361E-06	28.4
283.799999	283800042	300000	1.369E-06	9.361E-06	28.4
284.099999	284100042	300000	1.377E-06	9.367E-06	28.4
284.399999	284400042	300000	1.384E-06	9.374E-06	28.4
284.699999	284700042	300000	1.389E-06	9.38E-06	28.4
284.999999	285000042	300000	1.39E-06	9.386E-06	28.4
285.299999	285300042	300000	1.402E-06	9.392E-06	28.4
285.599999	285600042	300000	1.424E-06	9.397E-06	28.4
285.899999	285900042	300000	1.428E-06	9.4E-06	28.4
286.199999	286200042	300000	1.413E-06	9.401E-06	28.4
286.499999	286500042	300000	1.392E-06	9.401E-06	28.4
286.799999	286800042	300000	1.374E-06	9.399E-06	28.4
287.099999	287100042	300000	1.374E-06	9.398E-06	28.4
287.399999	287400042	300000	1.378E-06	9.397E-06	28.4
287.699999	287700042	300000	1.382E-06	9.395E-06	28.4
287.999999	288000042	300000	1.395E-06	9.385E-06	28.4
288.299999	288300042	300000	1.369E-06	9.373E-06	28.4
288.599999	288600042	300000	1.337E-06	9.358E-06	28.4
288.899999	288900042	300000	1.332E-06	9.34E-06	28.4
289.199999	289200042	300000	1.32E-06	9.321E-06	28.4
289.499999	289500042	300000	1.305E-06	9.303E-06	28.4
289.799999	289800042	300000	1.289E-06	9.286E-06	28.4
290.099999	290100042	300000	1.267E-06	9.27E-06	28.4
290.399999	290400042	300000	1.274E-06	9.257E-06	28.4
290.699999	290700042	300000	1.276E-06	9.246E-06	28.4
290.999999	291000042	300000	1.237E-06	9.241E-06	28.4
291.299999	291300042	300000	1.233E-06	9.236E-06	28.4
291.599999	291600042	300000	1.213E-06	9.232E-06	28.4
291.899999	291900042	300000	1.214E-06	9.231E-06	28.4
292.199999	292200042	300000	1.212E-06	9.226E-06	28.4
292.499999	292500042	300000	1.225E-06	9.22E-06	28.4
292.799999	292800042	300000	1.228E-06	9.215E-06	28.4
293.099999	293100042	300000	1.212E-06	9.209E-06	28.4
293.399999	293400042	300000	1.224E-06	9.208E-06	28.4
293.699999	293700042	300000	1.196E-06	9.208E-06	28.4
293.999999	294000042	300000	1.199E-06	9.207E-06	28.4
294.299999	294300042	300000	1.202E-06	9.207E-06	28.4
294.599999	294600042	300000	1.221E-06	9.207E-06	28.4
294.899999	294900042	300000	1.216E-06	9.206E-06	28.4
295.199999	295200042	300000	1.212E-06	9.206E-06	28.4
295.499999	295500042	300000	1.234E-06	9.206E-06	28.4
295.799999	295800042	300000	1.224E-06	9.205E-06	28.4
296.099999	296100042	300000	1.225E-06	9.204E-06	28.4
296.399999	296400042	300000	1.231E-06	9.204E-06	28.4
296.699999	296700042	300000	1.22E-06	9.205E-06	28.4
296.999999	297000042	300000	1.202E-06	9.21E-06	28.4
297.299999	297300042	300000	1.217E-06	9.214E-06	28.4
297.599999	297600042	300000	1.194E-06	9.219E-06	28.4
297.899999	297900042	300000	1.196E-06	9.225E-06	28.4
298.199999	298200042	300000	1.211E-06	9.23E-06	28.4
298.499999	298500042	300000	1.229E-06	9.236E-06	28.4
298.799999	298800042	300000	1.228E-06	9.241E-06	28.4
299.099999	299100042	300000	1.227E-06	9.247E-06	28.4
299.399999	299400042	300000	1.226E-06	9.255E-06	28.4
299.699999	299700042	300000	1.242E-06	9.259E-06	28.4
299.999999	300000042	300000	1.235E-06	9.261E-06	28.4
