#./test/main/nbody-simulation --engine=block \
#--solver=rkdp --stars_count=256 --verbose=1 --block_size=32 --max_time=300 \
#--max_step=1e-4 \
#--min_step=1e-9 \
#--check_step=0.3 \
#--dump_step=0.03 \
#--error_threshold=1e-6 \
#--check_list=PLVE \
#--output=nbody/512-300-1e-4-rkdp 2>nbody512-300-1e-4-rkdp.txt
T	CC	SC	dP	dL	dE
125.4	21316624	21000	5.009E-06	6.701E-09	4.767E-08
125.7	21337624	21000	5.009E-06	6.701E-09	4.766E-08
126	21358624	21000	5.01E-06	6.702E-09	4.767E-08
126.3	22151640	793016	6.247E-06	6.433E-09	1.735E-08
126.6	22172640	21000	6.247E-06	6.433E-09	1.735E-08
126.9	22200136	27496	6.248E-06	6.434E-09	1.735E-08
127.2	22221136	21000	6.248E-06	6.434E-09	1.735E-08
127.5	22242136	21000	6.246E-06	6.432E-09	1.735E-08
127.8	22263136	21000	6.244E-06	6.432E-09	1.734E-08
128.1	22284136	21000	6.243E-06	6.432E-09	1.735E-08
128.4	22305136	21000	6.243E-06	6.433E-09	1.735E-08
128.7	22331008	25872	6.244E-06	6.434E-09	1.735E-08
129	23162048	831040	8.006E-06	6.963E-09	1E-07
129.3	23183048	21000	8.007E-06	6.963E-09	1E-07
129.6	23204048	21000	8.005E-06	6.961E-09	1E-07
129.9	23225048	21000	8.003E-06	6.96E-09	1E-07
130.2	23246048	21000	8.001E-06	6.959E-09	1E-07
130.5	23267048	21000	8.003E-06	6.959E-09	1E-07
130.8	23288048	21000	8.002E-06	6.958E-09	1E-07
131.1	23315376	27328	8E-06	6.958E-09	1E-07
131.4	24179904	864528	4.545E-06	6.599E-09	1.673E-07
131.7	24200904	21000	4.544E-06	6.601E-09	1.673E-07
132	24226440	25536	4.545E-06	6.602E-09	1.673E-07
132.3	24247440	21000	4.544E-06	6.603E-09	1.673E-07
132.6	24268440	21000	4.547E-06	6.602E-09	1.673E-07
132.9	24289440	21000	4.545E-06	6.602E-09	1.673E-07
133.2	24310440	21000	4.546E-06	6.603E-09	1.673E-07
133.5	24331440	21000	4.548E-06	6.604E-09	1.673E-07
133.8	25165168	833728	5.359E-06	8.926E-09	2.203E-07
134.1	25186168	21000	5.359E-06	8.928E-09	2.203E-07
134.4	25207168	21000	5.359E-06	8.928E-09	2.203E-07
134.7	25228168	21000	5.36E-06	8.926E-09	2.203E-07
135	25249168	21000	5.357E-06	8.926E-09	2.203E-07
135.3	25274032	24864	5.359E-06	8.925E-09	2.203E-07
135.6	25295032	21000	5.361E-06	8.925E-09	2.203E-07
135.9	25316032	21000	5.364E-06	8.928E-09	2.203E-07
136.2	25899160	583128	7.206E-06	1.059E-08	1.99E-07
136.5	25925200	26040	7.207E-06	1.059E-08	1.99E-07
136.8	25946200	21000	7.209E-06	1.059E-08	1.99E-07
137.1	25967200	21000	7.208E-06	1.059E-08	1.99E-07
137.4	25988200	21000	7.205E-06	1.059E-08	1.99E-07
137.7	26009200	21000	7.206E-06	1.059E-08	1.99E-07
138	26030200	21000	7.206E-06	1.058E-08	1.99E-07
138.3	26051200	21000	7.206E-06	1.058E-08	1.99E-07
138.6	26081328	30128	7.208E-06	1.058E-08	1.99E-07
138.9	26174624	93296	7.244E-06	1.066E-08	2.002E-07
139.2	26195624	21000	7.24E-06	1.066E-08	2.002E-07
139.5	26216624	21000	7.242E-06	1.066E-08	2.002E-07
139.8	26237624	21000	7.243E-06	1.066E-08	2.002E-07
140.1	26258624	21000	7.245E-06	1.066E-08	2.002E-07
140.4	26279624	21000	7.244E-06	1.066E-08	2.002E-07
140.7	26307008	27384	7.245E-06	1.066E-08	2.002E-07
141	26329968	22960	7.246E-06	1.066E-08	2.002E-07
141.3	26383336	53368	7.242E-06	1.066E-08	2.002E-07
141.6	26410608	27272	7.239E-06	1.066E-08	2.002E-07
141.9	26431608	21000	7.243E-06	1.066E-08	2.002E-07
142.2	26452608	21000	7.234E-06	1.066E-08	2.002E-07
142.5	26473608	21000	7.234E-06	1.066E-08	2.002E-07
142.8	26494608	21000	7.231E-06	1.065E-08	2.002E-07
143.1	26521936	27328	7.235E-06	1.066E-08	2.002E-07
143.4	26546968	25032	7.239E-06	1.066E-08	2.002E-07
143.7	26596808	49840	7.229E-06	1.065E-08	2.002E-07
144	26617808	21000	7.224E-06	1.065E-08	2.002E-07
144.3	26638808	21000	7.225E-06	1.064E-08	2.002E-07
144.6	26659808	21000	7.219E-06	1.064E-08	2.002E-07
144.9	26680808	21000	7.233E-06	1.065E-08	2.002E-07
145.2	26701808	21000	7.225E-06	1.064E-08	2.002E-07
145.5	26736976	35168	7.223E-06	1.064E-08	2.002E-07
145.8	26763520	26544	7.223E-06	1.065E-08	2.002E-07
146.1	26944288	180768	7.032E-06	1.064E-08	1.979E-07
146.4	26975648	31360	7.038E-06	1.064E-08	1.979E-07
146.7	26996648	21000	7.044E-06	1.064E-08	1.979E-07
147	27017648	21000	7.034E-06	1.064E-08	1.979E-07
147.3	27038648	21000	7.034E-06	1.064E-08	1.979E-07
147.6	27059648	21000	7.035E-06	1.065E-08	1.979E-07
147.9	27082608	22960	7.036E-06	1.064E-08	1.979E-07
148.2	27103608	21000	7.035E-06	1.064E-08	1.979E-07
148.5	27124608	21000	7.045E-06	1.065E-08	1.979E-07
148.8	27145608	21000	7.046E-06	1.065E-08	1.979E-07
149.1	27170080	24472	7.047E-06	1.065E-08	1.979E-07
149.4	27191080	21000	7.043E-06	1.065E-08	1.979E-07
149.7	27226920	35840	7.055E-06	1.065E-08	1.978E-07
150	27247920	21000	7.063E-06	1.065E-08	1.979E-07
150.3	27273792	25872	7.071E-06	1.066E-08	1.979E-07
150.6	27294792	21000	7.066E-06	1.065E-08	1.979E-07
150.9	27315792	21000	7.061E-06	1.065E-08	1.979E-07
151.2	27336792	21000	7.057E-06	1.065E-08	1.979E-07
151.5	27374984	38192	7.057E-06	1.065E-08	1.979E-07
151.8	27402088	27104	7.057E-06	1.065E-08	1.979E-07
152.1	27423088	21000	7.056E-06	1.065E-08	1.979E-07
152.4	27448120	25032	7.054E-06	1.065E-08	1.979E-07
152.7	27501488	53368	7.055E-06	1.064E-08	1.979E-07
153	27522488	21000	7.056E-06	1.065E-08	1.979E-07
153.3	27543488	21000	7.056E-06	1.065E-08	1.979E-07
153.6	27570536	27048	7.059E-06	1.064E-08	1.979E-07
153.9	27597304	26768	7.063E-06	1.065E-08	1.979E-07
154.2	27624576	27272	7.065E-06	1.065E-08	1.979E-07
154.5	27645576	21000	7.068E-06	1.065E-08	1.979E-07
154.8	27666576	21000	7.064E-06	1.066E-08	1.979E-07
155.1	27693344	26768	7.067E-06	1.066E-08	1.979E-07
155.4	27752368	59024	7.069E-06	1.066E-08	1.979E-07
155.7	27773368	21000	7.072E-06	1.066E-08	1.979E-07
156	27794368	21000	7.067E-06	1.066E-08	1.979E-07
156.3	27821192	26824	7.069E-06	1.066E-08	1.979E-07
156.6	27848128	26936	7.064E-06	1.066E-08	1.979E-07
156.9	27869128	21000	7.074E-06	1.066E-08	1.979E-07
157.2	27896456	27328	7.074E-06	1.066E-08	1.979E-07
157.5	27917456	21000	7.075E-06	1.066E-08	1.979E-07
157.8	27944336	26880	7.076E-06	1.067E-08	1.979E-07
158.1	27965336	21000	7.074E-06	1.067E-08	1.979E-07
158.4	28019040	53704	7.078E-06	1.067E-08	1.979E-07
158.7	28040040	21000	7.076E-06	1.067E-08	1.979E-07
159	28066920	26880	7.086E-06	1.068E-08	1.979E-07
159.3	28087920	21000	7.084E-06	1.067E-08	1.979E-07
159.6	28114520	26600	7.082E-06	1.067E-08	1.979E-07
159.9	28141848	27328	7.083E-06	1.067E-08	1.979E-07
160.2	28168728	26880	7.086E-06	1.067E-08	1.979E-07
160.5	28189728	21000	7.084E-06	1.068E-08	1.979E-07
160.8	28210728	21000	7.085E-06	1.068E-08	1.979E-07
161.1	28264488	53760	7.09E-06	1.068E-08	1.979E-07
161.4	28291368	26880	7.091E-06	1.069E-08	1.979E-07
161.7	28333816	42448	7.09E-06	1.069E-08	1.979E-07
162	28354816	21000	7.091E-06	1.069E-08	1.979E-07
162.3	28375816	21000	7.089E-06	1.069E-08	1.979E-07
162.6	28415464	39648	7.089E-06	1.068E-08	1.979E-07
162.9	28436464	21000	7.089E-06	1.069E-08	1.979E-07
163.2	28457464	21000	7.092E-06	1.069E-08	1.979E-07
163.5	28478464	21000	7.092E-06	1.069E-08	1.979E-07
163.8	28537936	59472	7.094E-06	1.069E-08	1.979E-07
164.1	28558992	21056	7.094E-06	1.069E-08	1.979E-07
164.4	28579992	21000	7.094E-06	1.069E-08	1.979E-07
164.7	28600992	21000	7.093E-06	1.069E-08	1.979E-07
165	28627984	26992	7.095E-06	1.069E-08	1.979E-07
165.3	28648984	21000	7.094E-06	1.069E-08	1.979E-07
165.6	28676312	27328	7.093E-06	1.069E-08	1.979E-07
165.9	28697312	21000	7.093E-06	1.068E-08	1.979E-07
166.2	28736064	38752	7.092E-06	1.068E-08	1.979E-07
166.5	28757064	21000	7.091E-06	1.068E-08	1.979E-07
166.8	28814464	57400	7.088E-06	1.068E-08	1.979E-07
167.1	28836584	22120	7.09E-06	1.068E-08	1.979E-07
167.4	28862064	25480	7.091E-06	1.068E-08	1.979E-07
167.7	28884520	22456	7.092E-06	1.069E-08	1.979E-07
168	28905520	21000	7.093E-06	1.069E-08	1.979E-07
168.3	28934304	28784	7.093E-06	1.069E-08	1.979E-07
168.6	28955304	21000	7.094E-06	1.069E-08	1.979E-07
168.9	28982296	26992	7.094E-06	1.069E-08	1.979E-07
169.2	29003296	21000	7.094E-06	1.069E-08	1.979E-07
169.5	29056216	52920	7.092E-06	1.068E-08	1.979E-07
169.8	29108632	52416	7.09E-06	1.068E-08	1.979E-07
170.1	29135624	26992	7.09E-06	1.068E-08	1.979E-07
170.4	29156624	21000	7.089E-06	1.068E-08	1.979E-07
170.7	29208872	52248	7.091E-06	1.068E-08	1.979E-07
171	29239392	30520	7.09E-06	1.069E-08	1.979E-07
171.3	29266384	26992	7.089E-06	1.069E-08	1.979E-07
171.6	29287384	21000	7.09E-06	1.069E-08	1.979E-07
171.9	29311016	23632	7.09E-06	1.069E-08	1.979E-07
172.2	29332016	21000	7.09E-06	1.069E-08	1.979E-07
172.5	29394512	62496	7.091E-06	1.069E-08	1.979E-07
172.8	29415512	21000	7.093E-06	1.069E-08	1.979E-07
173.1	29436512	21000	7.093E-06	1.069E-08	1.979E-07
173.4	29457512	21000	7.094E-06	1.069E-08	1.979E-07
173.7	29484504	26992	7.094E-06	1.069E-08	1.979E-07
174	29515864	31360	7.095E-06	1.069E-08	1.979E-07
174.3	29536864	21000	7.096E-06	1.069E-08	1.979E-07
174.6	29557864	21000	7.096E-06	1.068E-08	1.979E-07
174.9	29584856	26992	7.096E-06	1.068E-08	1.979E-07
175.2	29636152	51296	7.095E-06	1.068E-08	1.979E-07
175.5	29657152	21000	7.095E-06	1.068E-08	1.979E-07
175.8	29678152	21000	7.094E-06	1.068E-08	1.979E-07
176.1	29705200	27048	7.094E-06	1.068E-08	1.979E-07
176.4	29726200	21000	7.095E-06	1.068E-08	1.979E-07
176.7	29758176	31976	7.096E-06	1.068E-08	1.979E-07
177	29779176	21000	7.096E-06	1.068E-08	1.979E-07
177.3	29812720	33544	7.098E-06	1.068E-08	1.979E-07
177.6	29864016	51296	7.097E-06	1.068E-08	1.979E-07
177.9	29914080	50064	7.099E-06	1.068E-08	1.979E-07
178.2	29935080	21000	7.098E-06	1.068E-08	1.979E-07
178.5	29956080	21000	7.099E-06	1.068E-08	1.979E-07
178.8	29989232	33152	7.1E-06	1.068E-08	1.979E-07
179.1	30010232	21000	7.099E-06	1.068E-08	1.979E-07
179.4	30042768	32536	7.097E-06	1.068E-08	1.979E-07
179.7	30063768	21000	7.098E-06	1.068E-08	1.979E-07
180	30090760	26992	7.098E-06	1.068E-08	1.979E-07
180.3	30144408	53648	7.098E-06	1.068E-08	1.979E-07
180.6	30165408	21000	7.097E-06	1.068E-08	1.979E-07
180.9	30213736	48328	7.095E-06	1.068E-08	1.979E-07
181.2	30240728	26992	7.097E-06	1.068E-08	1.979E-07
181.5	30261728	21000	7.097E-06	1.068E-08	1.979E-07
181.8	30282728	21000	7.099E-06	1.068E-08	1.979E-07
182.1	30315656	32928	7.1E-06	1.067E-08	1.979E-07
182.4	30348024	32368	7.101E-06	1.067E-08	1.979E-07
182.7	30369024	21000	7.103E-06	1.067E-08	1.979E-07
183	30390024	21000	7.102E-06	1.067E-08	1.979E-07
183.3	30411024	21000	7.102E-06	1.067E-08	1.979E-07
183.6	30463160	52136	7.102E-06	1.067E-08	1.979E-07
183.9	30484160	21000	7.105E-06	1.067E-08	1.979E-07
184.2	30505160	21000	7.104E-06	1.067E-08	1.979E-07
184.5	30532600	27440	7.104E-06	1.067E-08	1.979E-07
184.8	30559592	26992	7.105E-06	1.068E-08	1.979E-07
185.1	30598904	39312	7.104E-06	1.068E-08	1.979E-07
185.4	30649696	50792	7.104E-06	1.067E-08	1.979E-07
185.7	30670696	21000	7.106E-06	1.067E-08	1.979E-07
186	30697744	27048	7.102E-06	1.067E-08	1.979E-07
186.3	30718744	21000	7.104E-06	1.067E-08	1.979E-07
186.6	30760968	42224	7.102E-06	1.067E-08	1.979E-07
186.9	30798264	37296	7.1E-06	1.067E-08	1.979E-07
187.2	30825256	26992	7.103E-06	1.067E-08	1.979E-07
187.5	30846256	21000	7.102E-06	1.067E-08	1.979E-07
187.8	30879744	33488	7.104E-06	1.067E-08	1.979E-07
188.1	30900744	21000	7.101E-06	1.067E-08	1.979E-07
188.4	30921744	21000	7.102E-06	1.067E-08	1.979E-07
188.7	30948792	27048	7.1E-06	1.067E-08	1.979E-07
189	30969792	21000	7.1E-06	1.067E-08	1.979E-07
189.3	31007256	37464	7.102E-06	1.067E-08	1.979E-07
189.6	31028256	21000	7.103E-06	1.067E-08	1.979E-07
189.9	31055304	27048	7.102E-06	1.067E-08	1.979E-07
190.2	31076304	21000	7.099E-06	1.067E-08	1.979E-07
190.5	31110072	33768	7.1E-06	1.067E-08	1.979E-07
190.8	31131072	21000	7.101E-06	1.067E-08	1.979E-07
191.1	31158064	26992	7.099E-06	1.067E-08	1.979E-07
191.4	31182312	24248	7.098E-06	1.067E-08	1.979E-07
191.7	31212664	30352	7.101E-06	1.067E-08	1.979E-07
192	31250072	37408	7.098E-06	1.066E-08	1.979E-07
192.3	31277064	26992	7.099E-06	1.067E-08	1.979E-07
192.6	31298064	21000	7.098E-06	1.067E-08	1.979E-07
192.9	31319064	21000	7.101E-06	1.067E-08	1.979E-07
193.2	31340064	21000	7.103E-06	1.067E-08	1.979E-07
193.5	31396568	56504	7.106E-06	1.067E-08	1.979E-07
193.8	31417568	21000	7.107E-06	1.067E-08	1.979E-07
194.1	31438568	21000	7.109E-06	1.067E-08	1.979E-07
194.4	31459568	21000	7.11E-06	1.067E-08	1.979E-07
194.7	31486560	26992	7.112E-06	1.068E-08	1.979E-07
195	31530352	43792	7.115E-06	1.068E-08	1.979E-07
195.3	31551352	21000	7.115E-06	1.068E-08	1.979E-07
195.6	31572352	21000	7.119E-06	1.068E-08	1.979E-07
195.9	31599344	26992	7.117E-06	1.068E-08	1.979E-07
196.2	31633392	34048	7.12E-06	1.068E-08	1.979E-07
196.5	31654392	21000	7.116E-06	1.067E-08	1.979E-07
196.8	31681160	26768	7.115E-06	1.067E-08	1.979E-07
197.1	31708152	26992	7.12E-06	1.068E-08	1.979E-07
197.4	31729152	21000	7.12E-06	1.068E-08	1.979E-07
197.7	31766448	37296	7.119E-06	1.068E-08	1.979E-07
198	31793552	27104	7.119E-06	1.068E-08	1.979E-07
198.3	31820544	26992	7.115E-06	1.068E-08	1.979E-07
198.6	31841544	21000	7.109E-06	1.068E-08	1.979E-07
198.9	31882088	40544	7.109E-06	1.068E-08	1.979E-07
199.2	31903088	21000	7.11E-06	1.067E-08	1.979E-07
199.5	31924088	21000	7.11E-06	1.067E-08	1.979E-07
199.8	31950968	26880	7.116E-06	1.067E-08	1.979E-07
200.1	31971968	21000	7.117E-06	1.067E-08	1.979E-07
200.4	32006968	35000	7.117E-06	1.067E-08	1.979E-07
200.7	32027968	21000	7.123E-06	1.067E-08	1.979E-07
201	32054792	26824	7.124E-06	1.067E-08	1.979E-07
201.3	32075792	21000	7.129E-06	1.067E-08	1.979E-07
201.6	32114824	39032	7.135E-06	1.068E-08	1.979E-07
201.9	32142208	27384	7.133E-06	1.067E-08	1.979E-07
202.2	32168920	26712	7.137E-06	1.067E-08	1.979E-07
202.5	32189920	21000	7.14E-06	1.067E-08	1.979E-07
202.8	32210920	21000	7.134E-06	1.067E-08	1.979E-07
203.1	32239928	29008	7.134E-06	1.067E-08	1.979E-07
203.4	32272856	32928	7.133E-06	1.067E-08	1.979E-07
203.7	32326448	53592	7.129E-06	1.067E-08	1.979E-07
204	32347448	21000	7.132E-06	1.066E-08	1.98E-07
204.3	32368448	21000	7.13E-06	1.066E-08	1.979E-07
204.6	32401656	33208	7.144E-06	1.067E-08	1.98E-07
204.9	32422656	21000	7.144E-06	1.067E-08	1.98E-07
205.2	32443656	21000	7.145E-06	1.066E-08	1.98E-07
205.5	32464656	21000	7.143E-06	1.067E-08	1.979E-07
205.8	32525584	60928	7.163E-06	1.065E-08	1.98E-07
206.1	32559240	33656	7.173E-06	1.066E-08	1.98E-07
206.4	32596928	37688	7.18E-06	1.066E-08	1.98E-07
206.7	32617928	21000	7.181E-06	1.066E-08	1.98E-07
207	32644808	26880	7.182E-06	1.066E-08	1.98E-07
207.3	32665808	21000	7.179E-06	1.066E-08	1.98E-07
207.6	32702712	36904	7.185E-06	1.067E-08	1.98E-07
207.9	32729592	26880	7.172E-06	1.066E-08	1.98E-07
208.2	32750592	21000	7.169E-06	1.066E-08	1.98E-07
208.5	32771592	21000	7.166E-06	1.066E-08	1.98E-07
208.8	32808664	37072	7.168E-06	1.066E-08	1.98E-07
209.1	32835432	26768	7.168E-06	1.065E-08	1.98E-07
209.4	32856432	21000	7.164E-06	1.065E-08	1.98E-07
209.7	32877432	21000	7.167E-06	1.065E-08	1.98E-07
210	32904032	26600	7.174E-06	1.065E-08	1.98E-07
210.3	32940824	36792	7.175E-06	1.065E-08	1.98E-07
210.6	32977840	37016	7.175E-06	1.065E-08	1.98E-07
210.9	32998840	21000	7.173E-06	1.065E-08	1.98E-07
211.2	33025328	26488	7.171E-06	1.065E-08	1.98E-07
211.5	33046328	21000	7.169E-06	1.065E-08	1.98E-07
211.8	33088944	42616	7.17E-06	1.065E-08	1.98E-07
212.1	33115320	26376	7.177E-06	1.065E-08	1.98E-07
212.4	33136320	21000	7.179E-06	1.065E-08	1.98E-07
212.7	33157320	21000	7.176E-06	1.065E-08	1.98E-07
213	33194280	36960	7.173E-06	1.065E-08	1.98E-07
213.3	33220600	26320	7.171E-06	1.065E-08	1.98E-07
213.6	33241600	21000	7.176E-06	1.064E-08	1.98E-07
213.9	33262600	21000	7.176E-06	1.064E-08	1.98E-07
214.2	33288808	26208	7.173E-06	1.064E-08	1.98E-07
214.5	33357352	68544	7.183E-06	1.065E-08	1.98E-07
214.8	33384344	26992	7.189E-06	1.065E-08	1.98E-07
215.1	33405344	21000	7.192E-06	1.065E-08	1.98E-07
215.4	33431496	26152	7.19E-06	1.065E-08	1.98E-07
215.7	33452496	21000	7.189E-06	1.065E-08	1.98E-07
216	33489456	36960	7.188E-06	1.065E-08	1.98E-07
216.3	33515552	26096	7.188E-06	1.065E-08	1.98E-07
216.6	33536552	21000	7.184E-06	1.065E-08	1.98E-07
216.9	33557552	21000	7.186E-06	1.065E-08	1.98E-07
217.2	33578552	21000	7.186E-06	1.065E-08	1.98E-07
217.5	33620552	42000	7.186E-06	1.065E-08	1.98E-07
217.8	33647656	27104	7.181E-06	1.065E-08	1.98E-07
218.1	33701528	53872	7.182E-06	1.065E-08	1.98E-07
218.4	33729920	28392	7.181E-06	1.065E-08	1.98E-07
218.7	33768952	39032	7.178E-06	1.065E-08	1.98E-07
219	33789952	21000	7.176E-06	1.065E-08	1.98E-07
219.3	33817168	27216	7.176E-06	1.065E-08	1.98E-07
219.6	33843040	25872	7.174E-06	1.065E-08	1.98E-07
219.9	33864040	21000	7.176E-06	1.065E-08	1.98E-07
220.2	33901000	36960	7.174E-06	1.065E-08	1.98E-07
220.5	33922000	21000	7.171E-06	1.065E-08	1.98E-07
220.8	33947872	25872	7.171E-06	1.065E-08	1.98E-07
221.1	33974976	27104	7.17E-06	1.065E-08	1.98E-07
221.4	33995976	21000	7.172E-06	1.065E-08	1.98E-07
221.7	34037808	41832	7.169E-06	1.065E-08	1.98E-07
222	34094032	56224	7.172E-06	1.064E-08	1.98E-07
222.3	34115032	21000	7.172E-06	1.064E-08	1.98E-07
222.6	34136032	21000	7.171E-06	1.064E-08	1.98E-07
222.9	34177752	41720	7.172E-06	1.064E-08	1.98E-07
223.2	34198752	21000	7.174E-06	1.064E-08	1.98E-07
223.5	34219752	21000	7.174E-06	1.064E-08	1.98E-07
223.8	34245512	25760	7.174E-06	1.064E-08	1.98E-07
224.1	34272616	27104	7.173E-06	1.064E-08	1.98E-07
224.4	34309576	36960	7.173E-06	1.064E-08	1.98E-07
224.7	34330576	21000	7.174E-06	1.064E-08	1.98E-07
225	34356280	25704	7.175E-06	1.064E-08	1.98E-07
225.3	34377280	21000	7.174E-06	1.064E-08	1.98E-07
225.6	34398280	21000	7.173E-06	1.064E-08	1.98E-07
225.9	34476624	78344	7.171E-06	1.063E-08	1.98E-07
226.2	34497624	21000	7.172E-06	1.063E-08	1.98E-07
226.5	34518624	21000	7.173E-06	1.064E-08	1.98E-07
226.8	34539624	21000	7.174E-06	1.064E-08	1.98E-07
227.1	34587280	47656	7.174E-06	1.063E-08	1.98E-07
227.4	34608280	21000	7.174E-06	1.063E-08	1.98E-07
227.7	34629280	21000	7.173E-06	1.063E-08	1.98E-07
228	34654928	25648	7.173E-06	1.063E-08	1.98E-07
228.3	34675928	21000	7.172E-06	1.063E-08	1.98E-07
228.6	34717032	41104	7.172E-06	1.063E-08	1.98E-07
228.9	34738032	21000	7.17E-06	1.063E-08	1.98E-07
229.2	34763624	25592	7.17E-06	1.064E-08	1.98E-07
229.5	34784624	21000	7.171E-06	1.063E-08	1.98E-07
229.8	34847064	62440	7.173E-06	1.063E-08	1.98E-07
230.1	34894104	47040	7.172E-06	1.063E-08	1.98E-07
230.4	34915104	21000	7.172E-06	1.063E-08	1.98E-07
230.7	34936104	21000	7.17E-06	1.063E-08	1.98E-07
231	34957104	21000	7.17E-06	1.063E-08	1.98E-07
231.3	34998600	41496	7.17E-06	1.063E-08	1.98E-07
231.6	35019600	21000	7.172E-06	1.063E-08	1.98E-07
231.9	35040600	21000	7.174E-06	1.063E-08	1.98E-07
232.2	35066136	25536	7.175E-06	1.063E-08	1.98E-07
232.5	35087136	21000	7.174E-06	1.062E-08	1.98E-07
232.8	35124152	37016	7.174E-06	1.062E-08	1.98E-07
233.1	35151200	27048	7.173E-06	1.062E-08	1.98E-07
233.4	35176680	25480	7.174E-06	1.062E-08	1.98E-07
233.7	35238392	61712	7.175E-06	1.062E-08	1.98E-07
234	35259392	21000	7.175E-06	1.062E-08	1.98E-07
234.3	35300832	41440	7.174E-06	1.062E-08	1.98E-07
234.6	35321832	21000	7.174E-06	1.062E-08	1.98E-07
234.9	35342832	21000	7.175E-06	1.062E-08	1.98E-07
235.2	35363832	21000	7.174E-06	1.062E-08	1.98E-07
235.5	35405216	41384	7.174E-06	1.063E-08	1.98E-07
235.8	35426216	21000	7.173E-06	1.063E-08	1.98E-07
236.1	35452032	25816	7.172E-06	1.063E-08	1.98E-07
236.4	35483448	31416	7.172E-06	1.063E-08	1.98E-07
236.7	35504448	21000	7.171E-06	1.063E-08	1.98E-07
237	35541408	36960	7.17E-06	1.063E-08	1.98E-07
237.3	35562408	21000	7.169E-06	1.063E-08	1.979E-07
237.6	35625296	62888	7.169E-06	1.063E-08	1.979E-07
237.9	35646296	21000	7.169E-06	1.063E-08	1.979E-07
238.2	35667296	21000	7.168E-06	1.063E-08	1.979E-07
238.5	35708624	41328	7.167E-06	1.063E-08	1.979E-07
238.8	35729624	21000	7.167E-06	1.063E-08	1.979E-07
239.1	35750624	21000	7.166E-06	1.063E-08	1.979E-07
239.4	35777560	26936	7.168E-06	1.063E-08	1.979E-07
239.7	35818832	41272	7.168E-06	1.063E-08	1.979E-07
240	35839832	21000	7.168E-06	1.064E-08	1.979E-07
240.3	35860832	21000	7.169E-06	1.063E-08	1.979E-07
240.6	35886144	25312	7.17E-06	1.063E-08	1.979E-07
240.9	35907144	21000	7.172E-06	1.063E-08	1.979E-07
241.2	35977592	70448	7.172E-06	1.064E-08	1.979E-07
241.5	35998592	21000	7.171E-06	1.064E-08	1.979E-07
241.8	36023848	25256	7.17E-06	1.064E-08	1.979E-07
242.1	36044848	21000	7.172E-06	1.064E-08	1.979E-07
242.4	36071784	26936	7.173E-06	1.064E-08	1.979E-07
242.7	36113000	41216	7.173E-06	1.064E-08	1.979E-07
243	36134000	21000	7.173E-06	1.064E-08	1.979E-07
243.3	36155000	21000	7.171E-06	1.064E-08	1.979E-07
243.6	36176000	21000	7.171E-06	1.064E-08	1.979E-07
243.9	36217160	41160	7.171E-06	1.064E-08	1.979E-07
244.2	36238160	21000	7.171E-06	1.064E-08	1.979E-07
244.5	36259160	21000	7.171E-06	1.064E-08	1.979E-07
244.8	36284304	25144	7.17E-06	1.064E-08	1.979E-07
245.1	36337784	53480	7.168E-06	1.063E-08	1.979E-07
245.4	36380624	42840	7.168E-06	1.063E-08	1.979E-07
245.7	36401624	21000	7.167E-06	1.063E-08	1.979E-07
246	36426824	25200	7.168E-06	1.063E-08	1.979E-07
246.3	36453816	26992	7.162E-06	1.063E-08	1.979E-07
246.6	36474816	21000	7.163E-06	1.063E-08	1.979E-07
246.9	36522248	47432	7.165E-06	1.063E-08	1.979E-07
247.2	36543248	21000	7.166E-06	1.063E-08	1.979E-07
247.5	36564248	21000	7.166E-06	1.063E-08	1.979E-07
247.8	36585248	21000	7.166E-06	1.063E-08	1.979E-07
248.1	36610336	25088	7.167E-06	1.063E-08	1.979E-07
248.4	36653176	42840	7.17E-06	1.063E-08	1.979E-07
248.7	36674176	21000	7.169E-06	1.063E-08	1.979E-07
249	36731296	57120	7.17E-06	1.063E-08	1.98E-07
249.3	36757560	26264	7.172E-06	1.063E-08	1.98E-07
249.6	36798160	40600	7.172E-06	1.063E-08	1.98E-07
249.9	36819160	21000	7.175E-06	1.063E-08	1.98E-07
250.2	36844192	25032	7.176E-06	1.063E-08	1.979E-07
250.5	36865192	21000	7.175E-06	1.063E-08	1.98E-07
250.8	36886192	21000	7.175E-06	1.063E-08	1.98E-07
251.1	36927296	41104	7.175E-06	1.063E-08	1.979E-07
251.4	36948296	21000	7.174E-06	1.063E-08	1.98E-07
251.7	36975064	26768	7.175E-06	1.063E-08	1.98E-07
252	36996064	21000	7.174E-06	1.063E-08	1.98E-07
252.3	37021040	24976	7.176E-06	1.063E-08	1.98E-07
252.6	37058112	37072	7.176E-06	1.063E-08	1.979E-07
252.9	37110136	52024	7.175E-06	1.062E-08	1.979E-07
253.2	37135056	24920	7.174E-06	1.062E-08	1.979E-07
253.5	37156056	21000	7.169E-06	1.062E-08	1.979E-07
253.8	37193128	37072	7.169E-06	1.062E-08	1.979E-07
254.1	37214128	21000	7.166E-06	1.062E-08	1.979E-07
254.4	37238992	24864	7.164E-06	1.062E-08	1.979E-07
254.7	37265648	26656	7.158E-06	1.061E-08	1.979E-07
255	37286648	21000	7.16E-06	1.062E-08	1.979E-07
255.3	37325512	38864	7.157E-06	1.061E-08	1.979E-07
